VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_IBC_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_F_nickel
SN:,194243,12,111,-9.0,3,0.45092,0.04,0.45065,0.04,0.45065,0.04002,0,300,0.0138733,-9,-9,-9,-9,59825.3,92.8208,50.4442,31.8831,59819.3,0.705,-0.6846899999999999,0.13922,-0.069234,0.0231316,22.5342,0.035630199999999994,1.73912e-05,5.70719e-07,-0.00073775,2.6409500000000002e-08,-9.24098e-09,41,43.244,0.3757,11,0,89,1,0.45065,0,-100.131,41.9919,59819.9,-0.8211450000000001,-0.0393366,0.14,3.1,1.60712e-05,22.6199,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,117955,12,111,-9.0,3,0.87545,0.0297,0.8742700000000001,0.0297,0.8742700000000001,0.02976,0,300,0.0170245,-9,-9,-9,-9,59767.3,23.5885,16.2734,14.5565,59765.8,0.499,0.46879,0.42228000000000004,-0.0231856,0.0347918,24.1716,0.039662,3.84892e-06,1.40601e-07,0.00291233,-3.24189e-08,2.20518e-10,51,52.3937,0.41968999999999995,11,0,69,1,0.8742700000000001,0,105.954,43.7413,59766.3,0.79274,-0.00614839,0.14,3.1,3.59324e-06,24.2463,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,46063,12,111,-9.0,3,1.04416,0.1858,1.0445799999999998,0.1858,1.0445799999999998,0.18582,0,300,0.00903317,-9,-9,-9,-9,59867.2,8.67211,7.18231,4.43966,59870.2,0.03,1.21288,0.9673200000000001,0.2966,0.09320919999999999,25.396,0.0787202,1.24619e-06,9.035360000000001e-08,0.0133123,-4.81776e-08,2.33222e-09,53,59.6894,0.2456,11,0,27,1,1.0445799999999998,0,-372.032,44.2169,59870.0,0.21274,0.21606,0.14,3.1,1.1408899999999999e-06,25.4919,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,163228,12,111,-9.0,3,1.14726,0.2418,1.14463,0.2418,1.14463,0.24181,0,300,0.00870258,-9,-9,-9,-9,59896.1,9.55447,8.173169999999999,3.99583,59896.1,0.418,1.37655,0.6812699999999999,0.0550951,0.0762355,25.0633,0.0849617,1.69315e-06,1.32494e-07,0.013634,-1.78102e-08,6.24642e-09,17,14.3307,0.64357,11,0,117,1,1.14463,0,320.639,44.4657,59895.9,0.20583,0.025999900000000003,0.14,3.1,1.5594999999999998e-06,25.1525,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,311467,12,111,-9.0,3,0.8622299999999999,0.0251,0.8613299999999999,0.0251,0.8613299999999999,0.025169999999999998,0,300,0.0110556,-9,-9,-9,-9,60249.1,20.903,18.0504,12.3214,60234.6,0.494,0.50481,0.57003,-0.0143429,0.0333802,24.3207,0.042437,3.3553399999999997e-06,1.31146e-07,0.00380071,-4.8197400000000006e-08,2.44653e-11,20,22.8531,0.29606,11,0,24,1,0.8613299999999999,0,-135.19899999999998,43.7011,60234.6,0.03738180000000001,-0.0216798,0.14,3.1,3.5362e-06,24.2637,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,268865,12,111,-9.0,3,1.2378200000000001,0.0657,1.23603,0.0657,1.23603,0.06573999999999999,0,300,0.00655708,-9,-9,-9,-9,60270.1,9.583089999999999,7.696289999999999,4.95288,60263.1,0.896,-0.281738,0.54905,-0.13942000000000002,0.0636768,24.6086,0.1018,2.5737700000000003e-06,2.41331e-07,0.0111784,-7.56562e-08,6.01595e-09,26,32.912,0.16467,11,0,56,1,1.23603,0,284.865,44.6713,60263.5,-0.260063,-0.1704,0.14,3.1,2.12925e-06,24.8144,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,177847,12,111,-9.0,3,1.02014,0.2704,1.01895,0.2704,1.01895,0.27041,0,300,0.013327799999999999,-9,-9,-9,-9,59873.2,19.6376,16.8914,5.9458,59867.0,0.6,0.38829,0.38190999999999997,-0.12319400000000001,0.053288300000000004,24.5622,0.0439098,2.686e-06,1.08629e-07,0.00358711,-1.7921599999999998e-08,1.7257200000000001e-09,56,43.4975,0.8885,11,0,122,1,1.01895,0,102.15299999999999,44.1519,59866.7,0.50626,-0.0598956,0.14,3.1,2.76599e-06,24.5304,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,230170,12,111,-9.0,3,0.74544,0.0444,0.7449,0.0444,0.7449,0.04444,0,300,0.00643025,-9,-9,-9,-9,60164.2,32.1514,23.8967,16.4828,60158.6,0.622,-0.142675,0.43773,-0.033114099999999994,0.0330994,24.0207,0.0311936,4.42304e-06,1.27075e-07,0.000831528,-2.6322099999999998e-08,-7.727109999999999e-10,46,49.5463,0.33368000000000003,11,0,130,1,0.7449,0,-218.995,43.3129,60159.2,-0.676675,0.0113099,0.14,3.1,4.19673e-06,24.0777,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,108416,12,111,-9.0,3,0.81496,0.0465,0.81482,0.0465,0.81482,0.04654,0,300,0.016637700000000002,-9,-9,-9,-9,59750.4,31.2175,18.4688,16.1639,59733.8,2.402,2.09741,0.8739899999999999,-0.139779,0.042420099999999995,23.4472,0.0959276,7.501230000000001e-06,6.62753e-07,0.00876904,-2.7695e-07,-1.2713000000000001e-08,39,42.9598,0.30538000000000004,11,0,84,1,0.81482,0,-200.247,43.5518,59740.6,0.75525,-0.11330499999999999,0.14,3.1,5.782040000000001e-06,23.7298,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,151579,12,111,-9.0,3,1.0302200000000001,0.1489,1.02873,0.1489,1.02873,0.14891,0,300,0.021516900000000002,-9,-9,-9,-9,59798.4,10.3103,9.50522,5.08885,59812.7,1.169,1.6643599999999998,1.30379,0.014417700000000002,0.08255069999999999,24.5504,0.12055,2.7154000000000003e-06,3.015e-07,0.045901599999999994,-3.42707e-07,-3.06643e-09,32,19.9239,0.95257,11,0,62,1,1.02873,0,-70.4454,44.1779,59812.4,1.02872,-0.0174836,0.14,3.1,2.5594e-06,24.6147,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
