VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,118948,12,111,-9.0,3,0.8787200000000001,0.0296,0.87749,0.0296,0.87749,0.02965,0,300,0.016637700000000002,-9,-9,-9,-9,60567.3,6.498530000000001,6.46164,2.7253,60562.3,0.578,-1.8279900000000002,0.69253,0.0895043,0.0828078,25.0025,0.09289270000000001,1.7906200000000002e-06,1.53201e-07,0.013931799999999998,-6.775000000000001e-08,-3.88866e-10,56,67.3501,0.1424,11,0,84,1,0.87749,0,116.825,43.7512,60561.3,-1.45105,0.13004000000000002,0.14,3.1,1.80718e-06,24.9925,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,69734,12,111,-9.0,3,0.91927,0.018,0.9214700000000001,0.018,0.9214700000000001,0.0181,0,300,0.00907156,-9,-9,-9,-9,60281.1,12.3608,9.57178,7.1616800000000005,60280.3,0.813,-2.5525599999999997,0.74519,0.0265343,0.0479762,24.9711,0.0517481,1.84321e-06,8.785080000000001e-08,0.0105849,-2.65902e-08,5.627669999999999e-10,28,19.8312,0.87054,11,0,72,1,0.9214700000000001,0,-865.6289999999999,43.8783,60280.5,-2.36505,0.014341399999999999,0.14,3.1,1.9880900000000002e-06,24.8889,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,151002,12,111,-9.0,3,0.93809,0.0464,0.93779,0.0464,0.93779,0.046439999999999995,0,300,0.010212299999999999,-9,-9,-9,-9,60593.1,16.872,12.1053,9.6782,60593.0,0.5,-1.5384200000000001,0.33895,-0.0454753,0.038831199999999996,24.5725,0.045813400000000004,2.6606400000000002e-06,1.1226800000000001e-07,0.00270863,-1.8562e-08,6.18223e-10,40,42.4068,0.36763,11,0,105,1,0.93779,0,-340.02,43.9282,60593.1,-0.9508790000000001,-0.00450865,0.14,3.1,2.40459e-06,24.6824,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,290323,12,111,-9.0,3,0.8200200000000001,0.0342,0.82245,0.0342,0.82245,0.03424,0,300,0.020132,-9,-9,-9,-9,60415.0,19.6292,14.3918,11.3809,60415.8,0.565,-0.131919,0.49238000000000004,0.06747539999999999,0.042231599999999994,24.3775,0.0434782,3.18414e-06,1.27509e-07,0.00727813,-3.6838999999999997e-08,-8.31707e-10,20,21.9771,0.34176,11,0,126,1,0.82245,0,-93.9826,43.5736,60415.7,0.1856,0.0829737,0.14,3.1,3.00649e-06,24.4398,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,164650,12,111,-9.0,3,1.05069,0.2783,1.05508,0.2783,1.05508,0.27831,0,300,0.016615099999999997,-9,-9,-9,-9,60356.2,9.514289999999999,8.79603,4.1905,60350.6,1.157,-0.551873,0.69423,0.0788138,0.07940950000000001,24.8371,0.0704749,2.0853e-06,1.35356e-07,0.012450399999999999,-4.2070999999999993e-08,3.9500100000000005e-09,44,31.8857,0.91319,11,0,45,1,1.05508,0,-595.158,44.2396,60350.4,-0.642221,-4.9644399999999995e-05,0.14,3.1,1.8546799999999999e-06,24.9643,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,265026,12,111,-9.0,3,0.56167,0.001,0.55891,0.001,0.55891,0.00185,0,300,0.0125155,-9,-9,-9,-9,59902.1,69.7499,45.7553,28.7492,59904.0,1.601,1.77436,1.3347,0.09069830000000001,0.04158680000000001,23.293,0.0353483,8.645460000000001e-06,2.8147e-07,0.0375143,-2.4196200000000003e-07,-9.175989999999999e-09,12,7.32885,0.83514,11,0,41,1,0.55891,0,487.245,42.5563,59903.2,1.01137,0.0832279,0.14,3.1,8.52961e-06,23.3077,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,273155,12,111,-9.0,3,0.8018,0.0487,0.79905,0.0487,0.79905,0.04873,0,300,0.0135942,-9,-9,-9,-9,60567.2,15.5032,11.391,5.57141,60551.1,4.467,0.62925,0.9255399999999999,-0.10348099999999999,0.0757416,24.1199,0.18327000000000002,4.03675e-06,6.813890000000001e-07,0.0121337,-9.2371e-08,-3.55881e-08,44,42.3004,0.54466,11,0,83,1,0.79905,0,602.934,43.5027,60555.0,0.0820239,-0.00197526,0.14,3.1,4.03602e-06,24.1201,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,141452,12,111,-9.0,3,0.8547899999999999,0.001,0.85508,0.001,0.85508,0.00211,0,300,0.00870234,-9,-9,-9,-9,59945.1,27.078,24.2203,14.8428,59955.6,1.903,0.19614,0.79987,-0.110499,0.03424,24.0677,0.0717082,4.235530000000001e-06,2.79739e-07,0.00272529,1.21255e-07,1.3108399999999998e-09,8,6.20349,0.62445,11,0,7,1,0.85508,0,-301.155,43.6802,59954.5,-0.29834499999999997,-0.119478,0.14,3.1,4.56415e-06,23.9866,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,116610,12,111,-9.0,3,0.95534,0.0133,0.95345,0.0133,0.95345,0.01344,0,300,0.016637700000000002,-9,-9,-9,-9,60508.3,14.4932,13.513,11.7545,60507.6,0.469,-0.46062700000000006,0.36964,-0.08421870000000001,0.0392367,24.0927,0.0634128,4.1393500000000004e-06,2.4175999999999996e-07,0.000486463,-5.97781e-08,2.36235e-09,48,44.2315,0.62802,11,0,84,1,0.95345,0,304.802,43.9744,60507.9,0.23478000000000002,-0.0926563,0.14,3.1,3.4535900000000004e-06,24.2893,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,283696,12,111,-9.0,3,0.8465299999999999,0.0105,0.8459,0.0105,0.8459,0.01066,0,300,0.00846776,-9,-9,-9,-9,59870.2,20.4265,15.5413,15.3142,59861.1,0.463,0.79987,0.31043000000000004,0.0525034,0.033105699999999995,24.3471,0.033688199999999995,3.2745299999999997e-06,1.01602e-07,0.00237827,-1.7667099999999997e-08,-5.866849999999999e-10,72,71.1282,0.5069,11,0,35,1,0.8459,0,-37.1221,43.6524,59861.9,0.98556,0.0766887,0.14,3.1,3.15597e-06,24.3872,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
