VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,158422,12,102,-9.0,3,1.11845,0.0449,1.11742,0.0449,1.11742,0.04495,0,300,0.00870234,-9,-9,-9,-9,60640.1,12.8781,11.5388,4.24632,60643.8,0.672,0.5565399999999999,0.48115,-0.269416,0.057451499999999996,25.0025,0.0710301,1.7905200000000002e-06,1.1713800000000001e-07,0.0042266,-2.25894e-08,3.90336e-09,29,46.463,0.0210937,2,201,7,4,1.11742,0,64.3123,44.3995,60637.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,55779,12,112,-9.0,3,0.7933100000000001,0.017,0.79188,0.017,0.79188,0.01709,0,300,0.018207400000000002,-9,-9,-9,-9,59767.3,7.3310699999999995,6.70097,3.8658699999999997,59769.0,1.775,-0.272663,1.17911,-0.159439,0.0764024,25.6389,0.11162000000000001,9.9638e-07,1.0243399999999999e-07,0.025909500000000002,-6.21561e-08,2.08907e-09,51,67.5645,0.0600275,12,77,95,4,0.79188,0,209.24099999999999,43.4771,59758.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.11391,0.017594099999999998,0.0549585,92.472,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206856,12,102,-9.0,3,0.70765,0.0266,0.70712,0.0266,0.70712,0.026660000000000003,0,300,0.00811079,-9,-9,-9,-9,60603.1,11.3433,6.3908,4.794919999999999,60601.8,1.082,-1.23112,0.9791799999999999,-0.23656100000000002,0.06172999999999999,25.6316,0.0740912,1.00312e-06,6.84531e-08,0.019395,-2.8148800000000002e-08,9.829760000000002e-10,32,30.2025,0.55772,2,208,77,1,0.70712,0,-207.983,43.1745,60597.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,192004,12,102,-9.0,3,0.9010799999999999,0.001,0.8995700000000001,0.001,0.8995700000000001,0.00215,0,300,0.0182855,-9,-9,-9,-9,59933.2,31.8456,26.6609,17.0668,59934.7,0.085,-2.24096,0.30038000000000004,-0.178815,0.0328439,24.1144,0.0358148,4.05723e-06,1.33834e-07,6.411930000000001e-05,-1.2311099999999999e-08,1.1345e-09,16,23.1804,0.109,2,201,120,3,0.8995700000000001,0,-30.0588,43.8181,59934.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,84531,12,102,-9.0,3,0.6352300000000001,0.001,0.6330600000000001,0.001,0.6330600000000001,0.00192,0,300,0.0207507,-9,-9,-9,-9,60165.3,12.0882,6.71622,6.108969999999999,60169.1,0.273,2.89054,1.51105,0.026085200000000003,0.0731128,25.32,0.07958810000000001,1.33659e-06,9.79764e-08,0.0377278,-9.968999999999999e-08,-1.1732299999999999e-09,30,51.2055,0.012648600000000001,2,215,9,1,0.6330600000000001,0,242.19400000000002,42.8834,60160.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,214518,12,102,-9.0,3,0.6927800000000001,0.001,0.69293,0.001,0.69293,0.00197,0,300,0.00807619,-9,-9,-9,-9,60546.1,7.7609,5.1313699999999995,4.33966,60547.4,1.49,2.68836,1.2377,-0.026374099999999998,0.0729748,25.6925,0.11005,9.48409e-07,9.612919999999998e-08,0.00378682,-9.21006e-08,8.8296e-10,56,64.8221,0.19607,2,225,113,4,0.69293,0,-405.49199999999996,43.1198,60543.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,185443,12,112,-9.0,3,0.88515,0.1752,0.8855799999999999,0.1752,0.8855799999999999,0.17521,0,300,0.0184642,-9,-9,-9,-9,60593.1,5.73579,5.2126,2.99611,60595.9,0.044,-0.697434,0.94714,-0.21626700000000001,0.06775189999999999,25.8629,0.10902,8.1068e-07,8.14049e-08,0.026960400000000006,-2.6168e-08,2.0669499999999998e-09,40,52.0072,0.0967044,12,90,32,4,0.8855799999999999,0,-374.134,43.7739,60585.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.13255999999999998,0.039819,0.029511700000000002,119.646,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,254042,12,102,-9.0,3,0.8934799999999999,0.0329,0.8904799999999999,0.0329,0.8904799999999999,0.03295,0,300,0.00663395,-9,-9,-9,-9,60227.1,7.38611,5.7897,3.38646,60231.7,0.306,1.7962599999999997,1.42721,-0.166908,0.0544525,25.9616,0.12818,7.402370000000001e-07,8.73892e-08,0.0070397,-8.04272e-08,2.08727e-09,28,17.3075,0.94226,2,223,38,3,0.8904799999999999,0,484.14300000000003,43.7926,60229.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,286170,12,102,-9.0,3,1.1739899999999999,0.0632,1.17127,0.0632,1.17127,0.06324,0,300,0.018033900000000002,-9,-9,-9,-9,59867.1,7.150580000000001,6.1888,4.16317,59870.5,0.131,1.32205,0.91876,-0.250979,0.0754346,25.5618,0.10970999999999999,1.06972e-06,1.0809699999999999e-07,0.020744299999999997,-2.12092e-08,5.459109999999999e-09,44,59.5494,0.05890840000000001,2,227,91,3,1.17127,0,262.83299999999997,44.5276,59860.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,334513,12,102,-9.0,3,0.3793,0.001,0.378,0.001,0.378,0.0017,0,300,0.0106885,-9,-9,-9,-9,60240.1,7.76755,5.668080000000001,4.5233099999999995,60240.9,1.288,-2.4326,0.99416,-0.12110699999999999,0.0818198,25.6286,0.0905658,1.0059e-06,8.39066e-08,0.027156599999999996,-4.0709099999999996e-08,-1.36186e-09,20,19.59,0.48382,2,229,70,3,0.378,0,87.1198,41.5418,60227.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
