VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_IBC_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_F_nickel
SN:,267207,12,111,-9.0,3,0.7497699999999999,0.001,0.7493,0.001,0.7493,0.00202,0,300,0.0183372,-9,-9,-9,-9,60124.3,23.1457,16.1483,14.3848,60122.0,4.295,-0.189496,0.92422,-0.0557291,0.0572345,23.5282,0.074135,6.961489999999999e-06,4.75336e-07,-0.0347728,3.06993e-07,-1.7150299999999998e-08,32,27.4588,0.69585,11,0,132,1,0.7493,0,-61.9431,43.3285,60122.1,-0.261235,-0.0863801,0.14,3.1,5.76864e-06,23.7323,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,180868,12,111,-9.0,3,1.35251,0.062,1.35535,0.062,1.35535,0.06205,0,300,0.020803400000000003,-9,-9,-9,-9,60031.0,7.712910000000001,5.04745,3.5241599999999997,60028.2,1.916,-0.220061,0.99956,-0.112356,0.076801,25.3181,0.17323,1.33894e-06,2.13624e-07,0.013334899999999998,-7.89257e-08,1.1432599999999999e-08,20,31.7837,0.0456588,11,0,16,1,1.35535,0,-27.6577,44.9144,60029.7,-0.142983,-0.048617,0.14,3.1,1.22044e-06,25.4187,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,273076,12,111,-9.0,3,0.84255,0.0177,0.8468200000000001,0.0177,0.8468200000000001,0.0178,0,300,0.0192366,-9,-9,-9,-9,59957.3,24.8752,18.2066,14.6151,59960.3,0.533,-0.0577276,0.38539,-0.036698699999999994,0.03402,24.1205,0.0343028,4.0346499999999996e-06,1.27471e-07,0.00296029,-2.14685e-08,-2.3653900000000003e-10,40,41.8089,0.39219,11,0,125,1,0.8468200000000001,0,-633.568,43.6496,59959.9,0.50171,-0.010613899999999999,0.14,3.1,3.8144099999999997e-06,24.1814,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,221990,12,111,-9.0,3,0.55788,0.001,0.55928,0.001,0.55928,0.00185,0,300,0.0089613,-9,-9,-9,-9,60237.3,70.0191,41.2178,28.8617,60234.3,0.172,-0.16697,0.18236,-0.039550300000000004,0.0281502,23.0748,0.0270024,1.05701e-05,2.6287800000000003e-07,0.000666558,-1.60859e-08,-5.6414399999999995e-09,24,14.6017,0.9318700000000001,11,0,3,1,0.55928,0,-769.8389999999999,42.5522,60234.3,-0.245142,-0.0492514,0.14,3.1,1.0627999999999999e-05,23.0689,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,216,12,111,-9.0,3,0.43682,0.0489,0.43801999999999996,0.0489,0.43801999999999996,0.04892,0,300,0.0201718,-9,-9,-9,-9,60031.0,72.3284,56.1561,38.258,60026.7,0.136,-1.693,0.15411,0.039208099999999996,0.022255599999999997,22.9426,0.0248496,1.1938399999999999e-05,2.73237e-07,0.00043643400000000003,-1.34579e-08,-4.3566099999999995e-09,31,25.9512,0.7236600000000001,11,0,60,1,0.43801999999999996,0,145.684,41.9162,60026.7,-1.6023,0.0164343,0.14,3.1,1.3287e-05,22.8264,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,29386,12,111,-9.0,3,0.47784,0.001,0.47941000000000006,0.001,0.47941000000000006,0.00179,0,300,0.015198900000000001,-9,-9,-9,-9,60031.0,117.874,79.3509,60.5558,60029.2,0.097,-0.434788,0.0867933,-0.128518,0.0195486,22.371,0.0219679,2.0211900000000002e-05,4.08951e-07,0.000104727,-8.63569e-09,-5.9497299999999995e-09,31,17.7221,0.9729399999999999,11,0,98,1,0.47941000000000006,0,44.3051,42.1495,60029.1,-0.5744520000000001,-0.0911395,0.14,3.1,1.6635899999999998e-05,22.5824,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,242377,12,111,-9.0,3,0.75515,0.001,0.75578,0.001,0.75578,0.00202,0,300,0.020624299999999998,-9,-9,-9,-9,60162.2,20.8349,15.6675,12.2147,60165.4,0.627,-0.0220612,0.38674000000000003,0.11575,0.0373406,24.2732,0.034263699999999994,3.5054199999999996e-06,1.10624e-07,0.000384833,-1.97274e-08,-6.14135e-10,56,50.2761,0.6903600000000001,11,0,39,1,0.75578,0,-416.673,43.3501,60165.6,0.27389,0.1071,0.14,3.1,3.4873e-06,24.2788,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,4224,12,111,-9.0,3,0.59283,0.037,0.59204,0.037,0.59204,0.03704,0,300,0.021935,-9,-9,-9,-9,60532.3,71.7248,50.0493,32.5181,60534.1,0.668,0.34402,0.2889,-0.0976013,0.027615699999999997,22.928,0.0249511,1.21008e-05,2.78087e-07,-0.000552249,-9.27198e-09,-5.43867e-09,28,33.0549,0.23373000000000002,11,0,99,1,0.59204,0,-163.405,42.7049,60534.6,0.61962,-0.0711442,0.14,3.1,1.0989100000000001e-05,23.0326,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,222328,12,111,-9.0,3,1.08304,0.015,1.08136,0.015,1.08136,0.01515,0,300,0.0104836,-9,-9,-9,-9,60240.1,13.9818,13.6338,5.65986,60227.5,0.796,-0.27028800000000003,0.51874,-0.0945543,0.0565941,24.6387,0.0581669,2.50343e-06,1.3411799999999998e-07,0.00241042,-2.43609e-08,4.23193e-09,20,17.096,0.64673,11,0,114,1,1.08136,0,51.7499,44.3121,60226.8,-0.994035,-0.0974439,0.14,3.1,2.18948e-06,24.7842,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,140461,12,111,-9.0,3,0.61026,0.0413,0.60892,0.0413,0.60892,0.04133,0,300,0.00907156,-9,-9,-9,-9,60567.2,26.5245,23.8048,18.737,60548.1,0.181,0.79942,0.44837,0.030068900000000003,0.045186699999999996,23.2236,0.0732929,9.216669999999999e-06,6.22174e-07,0.00923251,-2.41662e-07,-2.0316400000000003e-08,32,27.2066,0.70797,11,0,72,1,0.60892,0,226.113,42.7797,60547.6,0.8345299999999999,-0.00799208,0.14,3.1,8.80563e-06,23.2731,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,157850,12,111,-9.0,3,1.25757,0.2758,1.25645,0.2758,1.25645,0.27581,0,300,0.0110993,-9,-9,-9,-9,59770.4,10.9049,7.13444,4.78334,59773.2,4.56,0.6171300000000001,1.35374,-0.145558,0.07624439999999999,25.2172,0.14861,1.46938e-06,2.0112200000000002e-07,-0.020805200000000003,-8.272e-08,1.08531e-08,47,50.6868,0.33028,11,0,65,1,1.25645,0,-169.33,44.7146,59774.8,-0.250913,-0.08962619999999999,0.14,3.1,1.62643e-06,25.1069,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,259149,12,111,-9.0,3,0.8899299999999999,0.001,0.89123,0.001,0.89123,0.00214,0,300,0.013787299999999999,-9,-9,-9,-9,59867.2,25.2616,16.8515,15.7886,59868.8,0.406,-1.59591,0.29122,-0.061869900000000005,0.032655,24.3553,0.0334809,3.2498500000000003e-06,1.0021599999999999e-07,0.00132397,-1.1970100000000001e-08,1.43613e-10,72,50.5971,0.97393,11,0,110,1,0.89123,0,-627.399,43.7899,59869.2,-1.39694,-0.0866068,0.14,3.1,3.2598e-06,24.352,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,193778,12,111,-9.0,3,0.58502,0.0242,0.58565,0.0242,0.58565,0.02425,0,300,0.0226438,-9,-9,-9,-9,59857.1,56.8968,43.9646,28.8569,59862.8,0.171,-0.5716720000000001,0.13512000000000002,-0.137944,0.027350299999999998,23.0457,0.025831200000000002,1.0856900000000001e-05,2.58301e-07,0.000279248,-9.9681e-09,-5.216149999999999e-09,60,49.3081,0.8362200000000001,11,0,97,1,0.58565,0,-578.119,42.6744,59862.9,-0.6438189999999999,-0.0739038,0.14,3.1,9.67918e-06,23.1704,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
