VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,201113,12,111,-9.0,3,1.41143,0.1076,1.41445,0.1076,1.41445,0.10762999999999999,0,300,0.0160155,-9,-9,-9,-9,59691.0,6.39996,5.78793,3.7697199999999995,59699.2,0.031,0.9601,1.14131,-0.0922605,0.06936469999999999,25.1577,0.19510999999999998,1.55206e-06,2.78903e-07,0.00335085,-1.54279e-07,1.4003000000000001e-08,14,5.8456,0.9702299999999999,11,0,25,1,1.41445,0,-64.8906,45.0289,59697.7,0.87249,-0.100957,0.14,3.1,1.4537899999999999e-06,25.2288,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,34619,12,111,-9.0,3,1.25165,0.1971,1.2501,0.1971,1.2501,0.19710999999999998,0,300,0.010212299999999999,-9,-9,-9,-9,59857.1,6.52707,5.884440000000001,3.3000800000000003,59854.3,1.162,-1.03852,0.9030299999999999,-0.0867722,0.07670460000000001,25.4409,0.14584,1.1958100000000001e-06,1.60622e-07,0.00554391,-7.61575e-08,7.68245e-09,35,34.7019,0.48241000000000006,11,0,105,1,1.2501,0,-34.1659,44.7014,59854.8,-1.9624700000000002,-0.0765053,0.14,3.1,1.2717399999999999e-06,25.374,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,321258,12,111,-9.0,3,0.4392,0.2032,0.4403,0.2032,0.4403,0.20321,0,300,0.03345580000000001,-9,-9,-9,-9,60370.2,74.6613,53.7687,36.7976,60370.9,0.108,0.36466,0.09036160000000001,-0.0897977,0.019172099999999997,22.3298,0.0224067,2.09939e-05,4.33258e-07,5.51321e-05,-8.39833e-09,-6.31049e-09,56,39.8673,0.94919,11,0,73,1,0.4403,0,167.22799999999998,41.9297,60370.9,0.33688,-0.0826515,0.14,3.1,2.2359099999999997e-05,22.2614,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,227318,12,111,-9.0,3,1.14018,0.0852,1.14001,0.0852,1.14001,0.08522,0,300,0.00695571,-9,-9,-9,-9,59869.0,9.74038,9.713,4.23869,59868.9,1.006,1.6248200000000002,0.61969,-0.0727694,0.0628347,25.1264,0.0737043,1.5974700000000002e-06,1.08443e-07,0.0074151,-1.98963e-08,4.09483e-09,29,19.4366,0.9095799999999999,11,0,96,1,1.14001,0,-407.13300000000004,44.4524,59868.5,0.72447,-0.011953499999999999,0.14,3.1,1.8811900000000002e-06,24.9489,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,236487,12,111,-9.0,3,0.90956,0.053,0.9079200000000001,0.053,0.9079200000000001,0.053029999999999994,0,300,0.0108504,-9,-9,-9,-9,60249.1,26.6238,22.0851,13.6485,60262.4,0.057,-0.172301,0.50844,-0.09274160000000001,0.0415794,24.0643,0.091133,4.24901e-06,3.56648e-07,-0.000154222,-1.43743e-07,4.3797799999999995e-09,4,1.13295,0.95115,11,0,119,1,0.9079200000000001,0,82.961,43.843,60258.5,-1.2654100000000001,-0.13789400000000002,0.14,3.1,3.65535e-06,24.2277,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277412,12,111,-9.0,3,0.73292,0.001,0.73268,0.001,0.73268,0.002,0,300,0.00862049,-9,-9,-9,-9,59930.1,36.8958,33.6218,23.251,59935.1,0.129,-0.573691,0.26539,0.11104000000000001,0.030432499999999998,24.1553,0.0255048,3.90723e-06,9.178380000000001e-08,0.000542595,-7.9934e-09,-1.07809e-09,28,31.4537,0.29730999999999996,11,0,18,1,0.73268,0,-136.245,43.2685,59935.5,-0.119871,0.0992444,0.14,3.1,3.6544099999999995e-06,24.228,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,148989,12,111,-9.0,3,0.42644,0.3893,0.42548,0.3893,0.42548,0.3893,0,300,0.018207400000000002,-9,-9,-9,-9,60162.1,114.625,84.3047,62.6311,60162.0,0.125,0.62065,0.09248060000000001,0.00971185,0.0190031,22.3035,0.0217813,2.15071e-05,4.3146000000000003e-07,7.202000000000001e-06,-4.5000100000000005e-09,-6.51863e-09,56,44.7796,0.85915,11,0,95,1,0.42548,0,114.78299999999999,41.8446,60162.2,0.7023199999999999,-0.01375,0.14,3.1,2.0823e-05,22.3386,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,107534,12,111,-9.0,3,0.9494799999999999,0.001,0.9479200000000001,0.001,0.9479200000000001,0.00219,0,300,0.00670728,-9,-9,-9,-9,60567.2,8.71958,8.21593,3.8128800000000003,60538.8,3.177,0.61506,1.34212,-0.175317,0.075974,24.0694,0.27439,4.228909999999999e-06,1.0687399999999999e-06,0.0700998,-1.13414e-06,-3.9219800000000006e-08,40,43.4882,0.32516999999999996,11,0,30,1,0.9479200000000001,0,238.639,43.9584,60537.5,1.24653,-0.13259,0.14,3.1,4.475490000000001e-06,24.0079,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,231178,12,111,-9.0,3,0.9285399999999999,0.2263,0.9286700000000001,0.2263,0.9286700000000001,0.22630999999999998,0,300,0.018207400000000002,-9,-9,-9,-9,60490.3,10.8736,9.20381,6.493,60485.7,4.767,-0.571754,1.13662,-0.0266177,0.07307310000000002,24.5222,0.13623,2.78695e-06,3.49681e-07,0.00388967,5.8781400000000004e-08,-1.09996e-08,32,26.3682,0.7470899999999999,11,0,95,1,0.9286700000000001,0,-273.89,43.9016,60484.0,-0.8775040000000001,-0.0756986,0.14,3.1,3.04864e-06,24.4247,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277522,12,111,-9.0,3,0.9703299999999999,0.2464,0.97335,0.2464,0.97335,0.24641,0,300,0.0152341,-9,-9,-9,-9,60373.1,14.1335,12.5442,10.4764,60375.0,0.526,-0.49186599999999997,0.34786999999999996,-0.09980189999999999,0.0360616,24.323,0.046940499999999996,3.3479699999999996e-06,1.4474500000000002e-07,0.00143007,-2.29683e-08,1.57996e-09,44,51.6752,0.19902999999999998,11,0,12,1,0.97335,0,-217.5,44.0244,60375.2,-0.203265,-0.110849,0.14,3.1,3.28324e-06,24.3442,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
