VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R
SN:,97554,12,111,-9.0,3,0.87179,0.0697,0.87018,0.0697,0.87018,0.06973,0,300,0.0110556,-9,-9,-9,-9,59902.1,8.0577,7.951039999999999,6.28999,59917.9,4.441,-0.43537299999999995,1.23278,0.042265699999999996,0.0797214,24.3497,0.38017,3.26671e-06,1.14382e-06,0.00663157,6.49585e-07,-3.1977900000000005e-08,8,15.4083,0.0516763,11,0,24,1,0.87018,0,78.0894,43.7293,59920.0,0.53437,-0.032450799999999995,0.14,3.1,3.7884100000000003e-06,24.1889,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,188137,12,111,-9.0,3,1.09149,0.0398,1.0892,0.0398,1.0892,0.03986,0,300,0.0135942,-9,-9,-9,-9,60238.3,20.2361,18.3854,6.30209,60238.8,0.616,-0.744123,0.35268,-0.20683600000000002,0.052210900000000005,24.4755,0.057255499999999994,2.90928e-06,1.53419e-07,0.0007981589999999999,-1.44938e-08,4.8582600000000006e-09,38,40.4795,0.36144,11,0,83,1,1.0892,0,426.957,44.3321,60238.8,-0.317497,-0.18299300000000002,0.14,3.1,2.9942900000000004e-06,24.4443,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,70101,12,111,-9.0,3,0.81048,0.1477,0.81105,0.1477,0.81105,0.14770999999999998,0,300,0.0200875,-9,-9,-9,-9,60153.2,23.5912,14.6917,14.4138,60153.8,1.721,0.5914699999999999,0.63232,-0.049132800000000004,0.0368587,24.0321,0.0410921,4.37698e-06,1.6565699999999999e-07,0.0010556,4.97254e-09,-1.4636300000000002e-09,48,56.7878,0.18023,11,0,50,1,0.81105,0,-381.23,43.5385,60155.6,0.17017000000000002,0.0119969,0.14,3.1,3.79532e-06,24.1869,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,177669,12,111,-9.0,3,0.68121,0.1138,0.67843,0.1138,0.67843,0.11381,0,300,0.0171907,-9,-9,-9,-9,60241.1,39.4917,21.9349,15.5188,60243.0,0.305,0.1557,0.1965,-0.035448,0.0323335,23.5505,0.029418599999999996,6.82038e-06,1.84802e-07,-4.36654e-05,-1.4671299999999998e-08,-2.09259e-09,36,26.7146,0.86975,11,0,31,1,0.67843,0,401.963,43.0674,60242.6,-0.00434665,-0.015215600000000001,0.14,3.1,6.18957e-06,23.6559,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,221770,12,111,-9.0,3,1.27494,0.0366,1.27175,0.0366,1.27175,0.03667,0,300,0.0104836,-9,-9,-9,-9,60181.4,6.34731,6.17502,2.77215,60185.9,0.167,2.2034599999999998,1.17363,-0.018759099999999997,0.08136660000000001,25.3754,0.16374,1.2701100000000002e-06,1.91546e-07,0.00619769,-1.47319e-07,9.815719999999998e-09,41,29.1592,0.9169,11,0,114,1,1.27175,0,463.81800000000004,44.7491,60185.4,0.78845,0.0256284,0.14,3.1,1.29638e-06,25.3532,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,162469,12,111,-9.0,3,0.9909600000000001,0.0427,0.9901,0.0427,0.9901,0.04275,0,300,0.00670728,-9,-9,-9,-9,60241.2,12.6163,12.2231,4.71379,60228.2,1.267,0.52313,0.7972100000000001,0.18583,0.052372300000000004,24.883,0.060830999999999996,1.99891e-06,1.11994e-07,0.0121154,-4.89457e-08,9.41469e-10,52,46.8648,0.67551,11,0,30,1,0.9901,0,22.9937,44.0745,60226.3,0.9341700000000001,0.0845152,0.14,3.1,2.0783900000000004e-06,24.8407,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,233230,12,111,-9.0,3,1.25148,0.0705,1.2539200000000001,0.0705,1.2539200000000001,0.07053999999999999,0,300,0.026657,-9,-9,-9,-9,60376.1,6.33699,6.14337,3.25143,60382.5,2.032,1.78705,1.27511,-0.15200999999999998,0.0748812,25.3238,0.16213,1.3319299999999999e-06,1.98889e-07,0.0059597,-1.49528e-07,9.305719999999999e-09,32,33.3467,0.4016,11,0,107,1,1.2539200000000001,0,47.6183,44.7058,60380.7,0.20465,-0.11418299999999999,0.14,3.1,1.86525e-06,24.9582,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,63692,12,111,-9.0,3,1.17724,0.0847,1.1758,0.0847,1.1758,0.08473,0,300,0.018033900000000002,-9,-9,-9,-9,60209.2,9.11166,6.00244,5.08944,60209.9,1.357,1.14167,0.86477,0.0353703,0.07633279999999999,24.7642,0.09201799999999999,2.23019e-06,1.89012e-07,0.017349400000000004,-6.25566e-08,7.70423e-09,39,25.333,0.95539,11,0,91,1,1.1758,0,-122.84299999999999,44.5367,60209.5,0.73645,-0.06736339999999999,0.14,3.1,2.0421e-06,24.8598,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,158028,12,111,-9.0,3,0.87265,0.0225,0.87529,0.0225,0.87529,0.022580000000000003,0,300,0.016497400000000002,-9,-9,-9,-9,59976.2,16.5315,14.136,11.819,59980.2,0.574,0.39907,0.39716,0.0109052,0.0375703,24.3503,0.042294599999999995,3.2651099999999997e-06,1.27191e-07,0.00358681,-2.8499699999999997e-08,-9.59377e-12,44,35.706,0.80905,11,0,64,1,0.87529,0,-136.203,43.74,59980.2,-0.142352,-0.00274026,0.14,3.1,3.15801e-06,24.3865,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,24305,12,111,-9.0,3,1.02772,0.1551,1.03067,0.1551,1.03067,0.15511,0,300,0.016615099999999997,-9,-9,-9,-9,59688.0,9.69989,8.83065,3.52394,59687.9,0.083,-1.7531,0.023269,-0.0769166,0.0251178,24.7611,0.049696699999999996,2.23648e-06,1.0236900000000001e-07,0.000582515,4.000580000000001e-10,4.33573e-10,17,15.3131,0.57294,11,0,45,1,1.03067,0,-174.62099999999998,44.1782,59690.1,0.72291,-0.00765283,0.14,3.1,2.39165e-06,24.6883,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
