VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R
SN:,199508,12,111,-9.0,3,0.95235,0.0159,0.95191,0.0159,0.95191,0.01602,0,300,0.018033900000000002,-9,-9,-9,-9,60596.2,15.7325,13.0931,9.01901,60599.4,0.738,0.7934899999999999,0.4357,0.008761,0.03519269999999999,24.4731,0.0430593,2.91572e-06,1.1563499999999999e-07,0.00245961,-2.41392e-08,6.322250000000001e-10,44,43.641,0.48691,11,0,91,1,0.95191,0,-365.272,43.9685,60599.6,1.0239,0.0228588,0.14,3.1,2.76445e-06,24.531,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,332098,12,111,-9.0,3,0.9103899999999999,0.2141,0.9089799999999999,0.2141,0.9089799999999999,0.21411,0,300,0.0102272,-9,-9,-9,-9,60249.1,14.6007,10.5829,9.708860000000001,60245.5,1.273,0.014322,0.73712,0.0214041,0.045523,24.7803,0.056605600000000006,2.19732e-06,1.14559e-07,0.0101395,-2.70099e-08,1.5831700000000002e-09,20,18.9943,0.5222,11,0,13,1,0.9089799999999999,0,-10.9721,43.8459,60245.9,-0.000387614,0.0450762,0.14,3.1,2.54532e-06,24.6207,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,309843,12,111,-9.0,3,0.7752399999999999,0.1483,0.77479,0.1483,0.77479,0.14831,0,300,0.00885044,-9,-9,-9,-9,60125.4,20.5666,14.43,10.668,60111.1,3.949,2.0352900000000003,1.25309,-0.0459182,0.057429999999999995,23.9928,0.16071,4.538030000000001e-06,6.717319999999999e-07,0.01141,-4.4012999999999996e-07,-1.3666799999999998e-08,20,13.2695,0.8655299999999999,11,0,36,1,0.77479,0,-246.565,43.4177,60104.7,0.70649,-0.0684683,0.14,3.1,5.720069999999999e-06,23.7415,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,328787,12,111,-9.0,3,0.70311,0.0209,0.70367,0.0209,0.70367,0.02097,0,300,0.0243817,-9,-9,-9,-9,60072.0,29.735,24.4708,19.0007,60063.1,0.547,1.35855,0.61328,0.0711497,0.0389912,23.7205,0.0544624,5.831669999999999e-06,2.92527e-07,0.010057799999999999,-1.53966e-07,-6.37945e-09,12,8.624139999999999,0.73465,11,0,49,1,0.70367,0,430.61199999999997,43.1601,60062.1,0.8734799999999999,0.0625724,0.14,3.1,5.09677e-06,23.8668,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,62291,12,111,-9.0,3,1.0351299999999999,0.2197,1.0349899999999999,0.2197,1.0349899999999999,0.21971,0,300,0.0112422,-9,-9,-9,-9,59872.1,16.9186,13.877,5.67851,59876.9,0.688,-0.687079,0.45685,-0.07536169999999999,0.0612264,24.7542,0.053073800000000004,2.2506e-06,1.10016e-07,0.0065951,-1.77501e-08,2.75829e-09,23,19.5927,0.6663399999999999,11,0,66,1,1.0349899999999999,0,-408.906,44.1927,59877.4,-0.31567,-0.0485647,0.14,3.1,2.3198e-06,24.7214,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,97554,12,111,-9.0,3,0.87179,0.0697,0.87018,0.0697,0.87018,0.06973,0,300,0.0110556,-9,-9,-9,-9,59902.1,8.0577,7.951039999999999,6.28999,59917.9,4.441,-0.43537299999999995,1.23278,0.042265699999999996,0.0797214,24.3497,0.38017,3.26671e-06,1.14382e-06,0.00663157,6.49585e-07,-3.1977900000000005e-08,8,15.4083,0.0516763,11,0,24,1,0.87018,0,78.0894,43.7293,59920.0,0.53437,-0.032450799999999995,0.14,3.1,3.7884100000000003e-06,24.1889,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,175794,12,111,-9.0,3,0.918,0.0351,0.91794,0.0351,0.91794,0.03515,0,300,0.0185202,-9,-9,-9,-9,60162.2,11.8005,9.137839999999999,8.66443,60161.5,1.035,-1.11776,0.67201,-0.0524438,0.043463699999999994,24.7218,0.0550811,2.31898e-06,1.17645e-07,0.00416569,-3.40479e-08,1.2368e-09,56,58.8406,0.37191,11,0,57,1,0.91794,0,-230.93099999999998,43.8706,60160.5,-0.575124,0.018146400000000003,0.14,3.1,2.4949e-06,24.6424,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,156856,12,111,-9.0,3,1.12471,0.0379,1.1222,0.0379,1.1222,0.03796,0,300,0.00811079,-9,-9,-9,-9,59779.4,10.095,7.977930000000001,3.4798199999999997,59776.4,0.27,-1.7376,0.74249,-0.0229904,0.081607,25.0619,0.0996755,1.69525e-06,1.55631e-07,0.00467093,-3.51002e-08,8.08004e-09,44,41.0331,0.59953,11,0,77,1,1.1222,0,294.903,44.4125,59775.7,-1.74279,-0.0699451,0.14,3.1,1.67551e-06,25.0746,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,128429,12,111,-9.0,3,1.17951,0.1704,1.17828,0.1704,1.17828,0.17042000000000002,0,300,0.00885576,-9,-9,-9,-9,60181.4,8.21667,5.67152,3.76312,60181.6,0.63,0.1305,0.7488199999999999,0.00288451,0.08106870000000001,25.0964,0.1018,1.6422099999999998e-06,1.53971e-07,0.0162442,-3.70748e-08,7.25665e-09,41,37.2005,0.6402100000000001,11,0,118,1,1.17828,0,-124.631,44.5422,60181.3,0.80111,-0.0177301,0.14,3.1,1.7781900000000001e-06,25.01,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,114502,12,111,-9.0,3,0.99519,0.1005,0.99387,0.1005,0.99387,0.10053,0,300,0.020178,-9,-9,-9,-9,59873.1,14.9321,14.1658,10.1319,59878.2,0.635,0.26183,0.40489,-0.040525,0.03458030000000001,24.6122,0.046689,2.56518e-06,1.10308e-07,0.00170745,-1.9914000000000002e-08,1.24574e-09,56,41.285,0.9293,11,0,90,1,0.99387,0,-100.279,44.0852,59878.9,-0.06961439999999999,-0.0189257,0.14,3.1,2.4294e-06,24.6713,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
