VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R
SN:,98821,12,111,-9.0,3,0.3858,0.001,0.38554,0.001,0.38554,0.00171,0,300,0.018952,-9,-9,-9,-9,60165.3,56.2372,53.2314,38.0777,60139.6,1.137,0.7198,0.34601,-0.0970495,0.0363314,21.939,0.0619081,3.00875e-05,1.71558e-06,0.00043843,-1.00445e-07,-5.28225e-08,15,13.079,0.5962,11,0,21,1,0.38554,0,-268.047,41.5907,60138.9,0.72563,-0.113559,0.14,3.1,3.509e-05,21.772,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,100307,12,111,-9.0,3,0.6128899999999999,0.0137,0.61174,0.0137,0.61174,0.01379,0,300,0.00611278,-9,-9,-9,-9,60267.1,31.9605,28.954,22.8236,60262.8,0.39,-0.0252397,0.17736,0.034729699999999995,0.031958799999999996,23.4255,0.0337779,7.652660000000001e-06,2.38079e-07,0.0007529660000000001,-1.50908e-08,-5.250789999999999e-09,32,28.6736,0.63568,11,0,115,1,0.61174,0,164.585,42.7916,60262.2,-0.122679,0.00102888,0.14,3.1,7.502419999999999e-06,23.447,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,336475,12,111,-9.0,3,1.3168600000000001,0.0295,1.31376,0.0295,1.31376,0.029589999999999998,0,300,0.014437,-9,-9,-9,-9,59770.4,8.16664,6.74182,5.66675,59776.0,2.225,-2.4786099999999998,0.9316200000000001,0.000211726,0.08403889999999999,24.8965,0.16563,1.97417e-06,3.01165e-07,-0.020773,-1.44024e-07,1.99971e-08,47,49.2523,0.38313,11,0,22,1,1.31376,0,439.55400000000003,44.8362,59775.8,-0.646854,-0.05904159999999999,0.14,3.1,1.26615e-06,25.3788,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,290843,12,111,-9.0,3,0.6333,0.0374,0.63089,0.0374,0.63089,0.03743,0,300,0.018615700000000002,-9,-9,-9,-9,59826.3,41.2759,28.4968,21.7344,59824.6,0.888,-1.1335600000000001,0.2616,-0.026312099999999998,0.0363202,23.5996,0.036631300000000006,6.5187e-06,2.1993200000000001e-07,-0.00122281,-1.19094e-09,-3.74134e-09,40,43.9892,0.30641999999999997,11,0,44,1,0.63089,0,309.063,42.8747,59823.5,-1.15422,-0.010548,0.14,3.1,6.28894e-06,23.6386,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,978,12,111,-9.0,3,0.49244,0.001,0.49168,0.001,0.49168,0.0018,0,300,0.018952,-9,-9,-9,-9,60250.2,50.0682,32.4058,27.8888,60253.0,0.118,-0.170714,0.11044000000000001,-0.033155699999999996,0.021980799999999998,22.5989,0.025767599999999998,1.63848e-05,3.8885800000000005e-07,0.000373244,-1.95133e-08,-6.051529999999999e-09,36,21.7809,0.9703299999999999,11,0,21,1,0.49168,0,-143.248,42.2186,60253.2,-0.0974752,-0.0231417,0.14,3.1,1.36709e-05,22.7955,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,245236,12,111,-9.0,3,0.45558999999999994,0.0234,0.4552,0.0234,0.4552,0.02344,0,300,0.021228,-9,-9,-9,-9,60184.4,70.3685,56.0293,36.7143,60187.2,0.145,-0.8615950000000001,0.1094,-0.021594299999999997,0.0202894,22.6739,0.022718099999999998,1.5291900000000002e-05,3.1996999999999997e-07,8.29367e-05,-8.14461e-09,-4.706689999999999e-09,61,44.1319,0.9489,11,0,80,1,0.4552,0,-62.6545,42.018,60187.4,-0.823408,-0.030153199999999998,0.14,3.1,1.52783e-05,22.6748,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,29578,12,111,-9.0,3,0.965,0.2404,0.9676100000000001,0.2404,0.9676100000000001,0.24040999999999998,0,300,0.03345580000000001,-9,-9,-9,-9,60403.0,24.2806,17.9494,15.397,60409.0,0.48,0.9449299999999999,0.30995,-0.181702,0.0313452,24.1256,0.0433416,4.0156900000000005e-06,1.60303e-07,0.00138029,-2.3585099999999998e-08,1.3047800000000001e-09,24,21.9838,0.58024,11,0,73,1,0.9676100000000001,0,-105.875,44.009,60408.9,1.09975,-0.111142,0.14,3.1,3.9428100000000005e-06,24.1455,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,337594,12,111,-9.0,3,1.06046,0.2014,1.06108,0.2014,1.06108,0.20140999999999998,0,300,0.018938,-9,-9,-9,-9,59588.2,8.95855,7.984380000000001,3.08888,59584.1,1.163,1.2249,1.6119299999999999,-0.0615043,0.10001,24.9742,0.10822000000000001,1.8378599999999998e-06,1.8319400000000002e-07,0.0280748,-1.3180799999999998e-07,8.54668e-09,29,22.9975,0.77666,11,0,94,1,1.06108,0,537.96,44.2588,59589.5,-0.012387100000000002,0.00771234,0.14,3.1,1.93298e-06,24.9194,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,37507,12,111,-9.0,3,0.8972899999999999,0.0322,0.8974700000000001,0.0322,0.8974700000000001,0.032260000000000004,0,300,0.015198900000000001,-9,-9,-9,-9,60016.1,11.3189,10.4505,5.64226,60011.2,0.811,-0.549955,0.46026999999999996,0.12375,0.0491554,24.6105,0.05850319999999999,2.56933e-06,1.38444e-07,0.00187113,-3.76236e-08,9.49439e-10,36,39.7079,0.30824,11,0,98,1,0.8974700000000001,0,606.3290000000001,43.8099,60012.2,0.28393,0.08240639999999999,0.14,3.1,2.45333e-06,24.6606,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,46221,12,111,-9.0,3,0.55715,0.1433,0.55692,0.1433,0.55692,0.14331,0,300,0.0098513,-9,-9,-9,-9,59825.3,10.9333,7.8144100000000005,7.46605,59785.5,3.032,-0.92632,0.92922,0.06619789999999999,0.08669389999999999,22.8942,0.22585999999999998,1.24827e-05,2.59673e-06,0.029806299999999997,-2.00025e-06,-1.29738e-07,16,11.3549,0.7870699999999999,11,0,78,1,0.55692,0,-119.7,42.5434,59789.3,0.0726253,0.0198509,0.14,3.1,9.16415e-06,23.2298,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
