VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,218523,12,111,-9.0,3,0.78569,0.0297,0.78458,0.0297,0.78458,0.02976,0,300,0.0228397,-9,-9,-9,-9,59797.3,12.0316,9.96296,9.36085,59797.2,0.774,0.4476,0.58811,0.12149000000000001,0.047209,24.5077,0.0538552,2.8244799999999997e-06,1.40101e-07,0.00815423,-5.7938700000000004e-08,-1.6191e-09,60,73.2265,0.11732999999999999,11,0,51,1,0.78458,0,124.303,43.4519,59796.7,0.55697,0.13709000000000002,0.14,3.1,3.0228700000000003e-06,24.4339,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,100709,12,111,-9.0,3,1.08295,0.1161,1.08368,0.1161,1.08368,0.11612,0,300,0.01807,-9,-9,-9,-9,60208.1,11.105,8.958110000000001,4.53355,60212.9,1.028,2.3279400000000003,0.8358700000000001,-0.053444000000000005,0.0667904,24.835,0.0775647,2.08931e-06,1.4926e-07,0.0141501,-7.45592e-08,3.5275700000000005e-09,29,28.8553,0.47262,11,0,81,1,1.08368,0,-475.131,44.3153,60212.4,1.05834,-0.0642677,0.14,3.1,2.58723e-06,24.6029,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,297174,12,111,-9.0,3,1.19569,0.0271,1.1939,0.0271,1.1939,0.02719,0,300,0.010537600000000001,-9,-9,-9,-9,60535.2,8.378110000000001,7.20171,4.70766,60524.2,0.36,0.23936999999999997,1.0162,-0.05620069999999999,0.0791957,24.9588,0.10942,1.86422e-06,1.87875e-07,0.0258368,-8.60096e-08,7.219879999999999e-09,49,57.6894,0.18483,11,0,11,1,1.1939,0,56.6313,44.5781,60524.1,0.00332333,-0.12013599999999999,0.14,3.1,2.07928e-06,24.8402,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,40911,12,111,-9.0,3,0.29043,0.001,0.29245,0.001,0.29245,0.00164,0,300,0.0164778,-9,-9,-9,-9,60031.0,151.709,128.218,126.49600000000001,60035.4,0.081,0.0770564,0.0611403,-0.03474,0.020601400000000002,21.4402,0.0242158,4.7636099999999996e-05,1.06245e-06,-9.28766e-05,-7.41074e-09,-1.79125e-08,24,12.4266,0.9746600000000001,11,0,5,1,0.29245,0,-155.535,40.8883,60035.4,0.046470599999999994,-0.018006499999999998,0.14,3.1,4.67317e-05,21.461,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,189721,12,111,-9.0,3,0.78525,0.001,0.7844399999999999,0.001,0.7844399999999999,0.00204,0,300,0.0207507,-9,-9,-9,-9,59927.1,41.0018,40.6671,24.2015,59927.8,0.594,1.7261400000000002,0.5422899999999999,-0.08926089999999999,0.0286762,23.6033,0.026526799999999996,6.496709999999999e-06,1.58728e-07,0.00328505,-4.29053e-08,-1.3267000000000002e-09,20,18.554,0.55096,11,0,9,1,0.7844399999999999,0,-203.668,43.4511,59927.5,1.11045,-0.110312,0.14,3.1,6.5845e-06,23.5887,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,250061,12,111,-9.0,3,0.56595,0.8386,0.56699,0.8386,0.56699,0.8386,0,300,0.0313353,-9,-9,-9,-9,59621.1,45.4257,28.6031,21.0049,59627.8,0.361,1.0272700000000001,0.44781000000000004,0.0298677,0.034606300000000007,23.1712,0.051709000000000005,9.672e-06,4.60636e-07,0.00515723,-1.7007000000000001e-07,-1.03169e-08,40,46.005,0.23756,11,0,111,1,0.56699,0,229.021,42.5887,59627.3,1.16646,0.0999452,0.14,3.1,8.052280000000001e-06,23.3702,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,207567,12,111,-9.0,3,1.143,0.0734,1.1428,0.0734,1.1428,0.07343,0,300,0.0200875,-9,-9,-9,-9,60227.0,9.91211,9.451260000000001,3.7354,60232.9,2.016,2.1076599999999996,1.28644,0.0700841,0.06466509999999999,24.8618,0.0741389,2.03845e-06,1.39195e-07,0.0405041,-7.345939999999999e-08,2.71905e-09,20,30.5438,0.06150830000000001,11,0,50,1,1.1428,0,-188.207,44.459,60230.0,0.8459700000000001,0.040691000000000005,0.14,3.1,1.63424e-06,25.1017,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,55988,12,111,-9.0,3,0.94447,0.0211,0.94366,0.0211,0.94366,0.02119,0,300,0.0106428,-9,-9,-9,-9,60593.0,22.9794,17.9814,13.9699,60591.1,0.354,0.20904,0.27507,-0.0947448,0.0312262,24.2143,0.0370524,3.7005400000000002e-06,1.26287e-07,0.00105492,-1.8121400000000002e-08,5.68278e-10,40,26.7997,0.94544,11,0,109,1,0.94366,0,-185.30599999999998,43.9455,60591.2,0.57644,-0.08239969999999999,0.14,3.1,3.59944e-06,24.2444,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,291898,12,111,-9.0,3,1.0673700000000002,0.1201,1.06571,0.1201,1.06571,0.12012,0,300,0.00643025,-9,-9,-9,-9,59869.0,13.1341,8.9845,4.9448,59879.8,0.789,-1.3932,0.61416,-0.165731,0.0688378,25.0783,0.0727145,1.6698599999999998e-06,1.1183500000000001e-07,0.0109777,-2.43541e-08,3.8677e-09,23,26.612,0.27283,11,0,130,1,1.06571,0,47.6994,44.2729,59879.2,-2.0364,-0.052671,0.14,3.1,1.7462900000000003e-06,25.0297,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,28230,12,111,-9.0,3,0.7204699999999999,0.0352,0.7197,0.0352,0.7197,0.03524,0,300,0.0170245,-9,-9,-9,-9,60124.3,20.6561,15.4075,13.8736,60125.8,2.278,0.40814,0.7489,0.00564395,0.0453982,23.6536,0.0425844,6.20239e-06,2.43268e-07,-0.00958231,-8.02846e-09,-3.33662e-09,32,25.4025,0.7894100000000001,11,0,69,1,0.7197,0,2.14755,43.2216,60122.7,1.06809,-0.0204567,0.14,3.1,6.25937e-06,23.6437,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
