VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_IBC_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_F_nickel
SN:,318205,12,111,-9.0,3,0.72229,0.001,0.72077,0.001,0.72077,0.00199,0,300,0.00856182,-9,-9,-9,-9,60535.2,36.0573,32.3228,21.3752,60529.1,0.362,-0.836417,0.23171,-0.023721400000000004,0.0315724,23.8053,0.0278268,5.393580000000001e-06,1.38234e-07,0.000494225,-1.1219299999999999e-08,-1.39218e-09,55,67.1498,0.12605999999999998,11,0,10,1,0.72077,0,91.3947,43.2265,60529.2,-0.5524979999999999,-0.000960115,0.14,3.1,4.78233e-06,23.9359,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,234051,12,111,-9.0,3,0.8132199999999999,0.001,0.8114,0.001,0.8114,0.00207,0,300,0.0110556,-9,-9,-9,-9,59884.1,19.4937,15.5665,8.8608,59886.4,0.618,0.9233899999999999,0.48577,0.21397,0.040536699999999995,24.4816,0.04044,2.89314e-06,1.0776e-07,0.00668867,-3.3488800000000005e-08,-1.14288e-09,24,34.4313,0.077291,11,0,24,1,0.8114,0,154.166,43.5425,59887.5,1.1157299999999999,0.16080999999999998,0.14,3.1,2.7929700000000002e-06,24.5198,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,61912,12,111,-9.0,3,0.9713,0.0799,0.9694,0.0799,0.9694,0.07993,0,300,0.023375299999999998,-9,-9,-9,-9,60287.1,13.4589,12.4571,9.00142,60295.4,1.578,-0.9526870000000001,0.84752,0.0192399,0.0426865,24.4767,0.0985185,2.90603e-06,2.63689e-07,0.00115004,-3.37594e-08,3.46616e-09,16,18.1881,0.313,11,0,79,1,0.9694,0,88.1986,44.0189,60294.9,-0.552569,-0.049058,0.14,3.1,2.64434e-06,24.5792,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,137990,12,111,-9.0,3,0.93095,0.0575,0.92935,0.0575,0.92935,0.05753,0,300,0.00904526,-9,-9,-9,-9,59869.0,33.8754,30.8744,20.7333,59873.1,0.397,1.0494700000000001,0.25081,-0.110518,0.0282459,24.0847,0.0300387,4.16967e-06,1.15361e-07,0.000570765,-1.0892e-08,4.0419e-10,32,28.2494,0.6569699999999999,11,0,129,1,0.92935,0,55.5489,43.9055,59872.9,1.2013,-0.0576851,0.14,3.1,3.7724300000000005e-06,24.1934,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,88142,12,111,-9.0,3,1.00044,0.0132,0.9993700000000001,0.0132,0.9993700000000001,0.01335,0,300,0.022798099999999998,-9,-9,-9,-9,60580.0,11.1024,10.9799,5.45606,60586.9,0.653,-0.944627,0.49533999999999995,0.0414709,0.0459442,24.6166,0.0593711,2.55469e-06,1.3969799999999998e-07,0.00578527,-3.94558e-08,1.14542e-09,40,38.6519,0.53093,11,0,112,1,0.9993700000000001,0,79.2159,44.0997,60587.0,-0.418258,0.0214345,0.14,3.1,2.0422799999999998e-06,24.8597,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,89107,12,111,-9.0,3,1.08355,0.1091,1.08084,0.1091,1.08084,0.10912000000000001,0,300,0.019691099999999996,-9,-9,-9,-9,60162.2,17.4846,12.9026,5.14848,60172.6,0.074,0.99111,0.48823,-0.123098,0.0560117,24.5225,0.061909000000000006,2.78606e-06,1.58862e-07,0.00197319,-3.6732e-08,4.59264e-09,44,33.7522,0.8683,11,0,14,1,1.08084,0,550.224,44.3118,60171.3,0.81066,-0.096441,0.14,3.1,2.75579e-06,24.5344,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,132853,12,111,-9.0,3,0.8605200000000001,0.041,0.8596600000000001,0.041,0.8596600000000001,0.04104,0,300,0.00907156,-9,-9,-9,-9,59945.1,25.7466,21.3484,15.1533,59957.4,1.613,1.07674,1.06156,-0.045831300000000005,0.036296499999999995,24.0393,0.0651402,4.348019999999999e-06,2.60865e-07,0.00235576,-1.1120900000000001e-07,5.11832e-10,12,6.3506800000000005,0.89738,11,0,72,1,0.8596600000000001,0,55.4101,43.6959,59956.6,0.62365,-0.044619900000000004,0.14,3.1,4.09177e-06,24.1052,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,127653,12,111,-9.0,3,0.70044,0.043,0.70102,0.043,0.70102,0.04303,0,300,0.0228397,-9,-9,-9,-9,59752.4,15.4271,13.2478,11.6378,59731.2,3.624,0.36988000000000004,0.8087,-0.0721227,0.0796967,23.6827,0.22271999999999997,6.0385199999999996e-06,1.23869e-06,0.021924000000000003,-3.91271e-07,-7.579169999999999e-08,27,18.1178,0.8998799999999999,11,0,51,1,0.70102,0,-374.645,43.15,59728.5,0.42463,-0.06002180000000001,0.14,3.1,6.889580000000001e-06,23.5395,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,235276,12,111,-9.0,3,1.1869100000000001,0.0668,1.1894799999999999,0.0668,1.1894799999999999,0.06684,0,300,0.015625200000000002,-9,-9,-9,-9,59618.2,8.03583,6.27959,2.65105,59618.2,1.49,2.6299799999999998,1.1006799999999999,-0.0160535,0.09398560000000002,24.9474,0.12791,1.8838400000000001e-06,2.21941e-07,0.018025599999999996,-1.10299e-07,1.1945900000000001e-08,38,29.3102,0.8429700000000001,11,0,26,1,1.1894799999999999,0,-7.723039999999999,44.5638,59614.5,0.8074100000000001,-0.0517668,0.14,3.1,1.9225599999999998e-06,24.9253,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,315772,12,111,-9.0,3,1.23032,0.0531,1.22951,0.0531,1.22951,0.05315,0,300,0.0098513,-9,-9,-9,-9,60300.1,10.1009,9.12067,3.9092599999999997,60312.2,2.729,-0.12014000000000001,1.09781,-0.128566,0.07058289999999999,24.8807,0.14636,2.00317e-06,2.70029e-07,-0.00601207,1.0597399999999999e-08,1.25766e-08,11,24.2726,0.0116316,11,0,78,1,1.22951,0,-25.1067,44.6561,60314.1,0.50113,-0.088125,0.14,3.1,1.8832099999999999e-06,24.9477,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,105428,12,111,-9.0,3,1.04882,0.0477,1.04846,0.0477,1.04846,0.04775,0,300,0.0106885,-9,-9,-9,-9,60184.3,12.7516,11.7049,4.77441,60185.1,0.762,0.59488,0.5029899999999999,-0.0317328,0.06252569999999999,24.5988,0.061605999999999994,2.59714e-06,1.47365e-07,0.00459154,-3.80265e-08,3.68294e-09,38,51.0722,0.0763477,11,0,70,1,1.04846,0,-341.712,44.2277,60184.7,0.5899,-0.0437743,0.14,3.1,2.4902099999999997e-06,24.6444,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,143320,12,111,-9.0,3,1.00021,0.0175,1.00106,0.0175,1.00106,0.01761,0,300,0.0156118,-9,-9,-9,-9,60153.3,9.11009,8.40977,4.3276699999999995,60154.0,0.502,-1.60719,0.18231,0.0458159,0.15930999999999998,24.9166,0.07688439999999999,1.93808e-06,1.37242e-07,0.0152809,-3.89432e-08,7.993160000000001e-10,60,61.1451,0.43459,11,0,85,1,1.00106,0,-523.481,44.1022,60153.1,-0.848242,0.000248922,0.14,3.1,2.048e-06,24.8567,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,137765,12,111,-9.0,3,0.78154,0.0341,0.77912,0.0341,0.77912,0.03415,0,300,0.010212299999999999,-9,-9,-9,-9,60491.4,23.0893,20.3024,13.7628,60494.9,0.092,0.2637,0.35916,-0.0886038,0.035591199999999996,23.7931,0.0394875,5.4548e-06,1.98387e-07,-0.000366289,-3.9081099999999996e-08,4.41116e-10,35,28.2847,0.78215,11,0,105,1,0.77912,0,331.26,43.4349,60494.1,-0.18271500000000002,-0.08207880000000001,0.14,3.1,5.21889e-06,23.841,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,24316,12,111,-9.0,3,1.08267,0.0651,1.08159,0.0651,1.08159,0.06513,0,300,0.014437,-9,-9,-9,-9,59782.3,11.3935,10.7436,4.4499,59783.2,0.987,-0.394968,0.67192,0.019505599999999998,0.0717721,24.7393,0.0789554,2.28183e-06,1.6593599999999998e-07,0.0106164,-6.20721e-08,4.41751e-09,47,53.911,0.22704000000000002,11,0,22,1,1.08159,0,-118.60700000000001,44.312,59782.4,0.48596999999999996,-0.0353151,0.14,3.1,2.21923e-06,24.7695,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,324882,12,111,-9.0,3,0.5703699999999999,0.0169,0.56724,0.0169,0.56724,0.01697,0,300,0.0182855,-9,-9,-9,-9,59867.1,54.8621,43.0633,30.3274,59868.9,0.182,-0.481021,0.12185,-0.0347404,0.027857299999999998,23.2345,0.0258101,9.12421e-06,2.1690100000000002e-07,0.000101977,-5.3002099999999994e-09,-4.57726e-09,56,69.3615,0.10822999999999999,11,0,120,1,0.56724,0,541.428,42.5956,59869.0,-0.374551,-0.026106099999999997,0.14,3.1,9.40062e-06,23.2021,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,303669,12,111,-9.0,3,0.5878899999999999,0.1482,0.58846,0.1482,0.58846,0.14820999999999998,0,300,0.026040800000000003,-9,-9,-9,-9,60386.1,36.6818,34.1733,26.2957,60385.2,0.276,0.28874,0.20998000000000003,0.17114000000000001,0.0325994,23.5569,0.031503500000000004,6.78008e-06,1.96729e-07,0.000657365,-1.79762e-08,-4.34675e-09,36,35.1659,0.50808,11,0,48,1,0.58846,0,387.222,42.6871,60385.2,0.35089000000000004,0.13459000000000002,0.14,3.1,5.99695e-06,23.6902,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,79123,12,111,-9.0,3,0.7459399999999999,0.001,0.74645,0.001,0.74645,0.00201,0,300,0.0135942,-9,-9,-9,-9,60241.1,22.4701,21.3788,10.5339,60246.1,0.733,-2.51815,0.11557,-0.03801330000000001,0.39673,24.2702,0.055033900000000004,3.5150199999999995e-06,1.7817e-07,-0.000109722,-1.8440599999999998e-10,2.6588599999999996e-10,44,42.719,0.52655,11,0,83,1,0.74645,0,-368.441,43.3172,60245.0,-2.63062,-0.0189017,0.14,3.1,3.54205e-06,24.2619,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,145375,12,111,-9.0,3,1.0099799999999999,0.0218,1.01033,0.0218,1.01033,0.0219,0,300,0.0105296,-9,-9,-9,-9,59836.2,7.544389999999999,6.740660000000001,2.7517400000000003,59825.3,1.018,0.96655,0.8568,0.17702,0.0854776,25.1054,0.08572389999999999,1.62869e-06,1.28593e-07,0.018006900000000003,-8.00646e-08,1.1594000000000002e-09,50,34.6201,0.9518700000000001,11,0,46,1,1.01033,0,-544.445,44.1275,59825.6,-0.0236442,0.0897426,0.14,3.1,1.72351e-06,25.044,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,313689,12,111,-9.0,3,0.8336600000000001,0.0334,0.8331200000000001,0.0334,0.8331200000000001,0.03345,0,300,0.0125155,-9,-9,-9,-9,59782.3,12.323,11.123,8.0026,59786.8,0.439,-2.30799,0.34805,-0.0362392,0.043017,24.4586,0.0501406,2.9549099999999997e-06,1.36461e-07,0.00263119,-2.5063499999999998e-08,2.69115e-10,60,54.2851,0.68362,11,0,41,1,0.8331200000000001,0,-239.43099999999998,43.6116,59785.9,-2.77445,-0.014417,0.14,3.1,2.6174e-06,24.5903,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,199634,12,111,-9.0,3,0.8265899999999999,0.026,0.82565,0.026,0.82565,0.02607,0,300,0.022798099999999998,-9,-9,-9,-9,59767.3,28.7142,25.0175,17.6004,59761.3,0.555,1.28688,0.42662,-0.0908867,0.0309878,23.8643,0.0340172,5.108159999999999e-06,1.60044e-07,0.00249643,-3.74194e-08,-2.97957e-10,51,49.4627,0.53488,11,0,112,1,0.82565,0,60.745,43.588,59761.8,1.23711,-0.028879200000000004,0.14,3.1,4.67617e-06,23.9603,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,123193,12,111,-9.0,3,0.81876,0.0382,0.8204299999999999,0.0382,0.8204299999999999,0.03825,0,300,0.0204305,-9,-9,-9,-9,60376.1,28.1034,16.4821,16.1427,60381.3,0.389,-0.219031,0.24994,-0.0629778,0.031451799999999995,23.9329,0.0321242,4.79573e-06,1.4189299999999999e-07,0.000529605,-1.50365e-08,9.15784e-11,44,27.9327,0.9717899999999999,11,0,88,1,0.8204299999999999,0,130.79,43.568,60381.9,-0.436879,-0.0804835,0.14,3.1,4.44791e-06,24.0146,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,85548,12,111,-9.0,3,0.31279,0.001,0.31265,0.001,0.31265,0.00165,0,300,0.00870234,-9,-9,-9,-9,60238.3,158.995,131.132,130.86,60218.7,0.122,-0.49094099999999996,0.10295,-0.0960308,0.0207983,21.6095,0.024136599999999998,4.07553e-05,9.06018e-07,0.00022397,-1.7122e-08,-1.55815e-08,24,6.25177,0.9999,11,0,7,1,0.31265,0,-108.204,41.0593,60218.7,-0.378734,-0.072728,0.14,3.1,4.41824e-05,21.5219,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,269264,12,111,-9.0,3,1.05883,0.0379,1.06083,0.0379,1.06083,0.03796,0,300,0.017603,-9,-9,-9,-9,60386.1,13.436,12.0473,3.7466199999999996,60389.4,0.813,-0.789219,0.5058199999999999,-0.151472,0.07018719999999999,24.6925,0.0761441,2.38229e-06,1.67073e-07,0.00493513,-3.3639399999999996e-08,6.2755899999999994e-09,29,18.8917,0.9240299999999999,11,0,15,1,1.06083,0,117.633,44.2567,60388.8,-0.7754800000000001,-0.0943372,0.14,3.1,2.34893e-06,24.7078,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,331327,12,111,-9.0,3,1.02568,0.0152,1.02836,0.0152,1.02836,0.015330000000000002,0,300,0.0157789,-9,-9,-9,-9,59588.2,6.61463,6.22411,3.12603,59569.7,6.736,-1.18278,2.09108,-0.013034200000000001,0.19116,24.4613,0.47984,2.9477999999999995e-06,1.30278e-06,0.27848,-1.5057299999999998e-06,-1.21273e-07,26,34.568,0.15015,11,0,106,1,1.02836,0,-96.9849,44.1725,59573.5,-1.6311,-0.10032999999999999,0.14,3.1,2.3125099999999997e-06,24.7248,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,10334,12,111,-9.0,3,1.18059,0.0162,1.17993,0.0162,1.17993,0.01635,0,300,0.00939609,-9,-9,-9,-9,60593.2,10.3007,8.93961,4.388330000000001,60594.7,0.962,1.5863,0.63459,-0.0285204,0.0622341,24.9627,0.0755064,1.8574799999999999e-06,1.29177e-07,0.010079099999999999,-3.18213e-08,4.17867e-09,53,51.3696,0.53786,11,0,121,1,1.17993,0,-39.7318,44.5454,60595.9,0.8959600000000001,0.00213156,0.14,3.1,1.69583e-06,25.0615,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,287858,12,111,-9.0,3,0.59444,0.0375,0.59426,0.0375,0.59426,0.03754,0,300,0.0184642,-9,-9,-9,-9,60532.4,22.3907,22.1655,16.7038,60521.5,0.497,-1.20021,0.43416000000000005,0.11217,0.0508238,23.7909,0.06743760000000001,5.46557e-06,3.39479e-07,0.010198299999999999,-1.1425000000000001e-07,-1.2440100000000001e-08,40,32.1658,0.8064100000000001,11,0,32,1,0.59426,0,-154.437,42.7139,60521.3,-1.2898100000000001,0.07487150000000001,0.14,3.1,5.61525e-06,23.7616,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,300866,12,111,-9.0,3,1.17031,0.1353,1.1695,0.1353,1.1695,0.13532,0,300,0.021228,-9,-9,-9,-9,59752.4,8.87066,7.43582,3.02601,59750.7,3.639,-1.50022,1.1921899999999999,-0.0774611,0.0884506,24.8466,0.14868,2.06715e-06,2.83072e-07,-0.00493122,3.07561e-08,1.45134e-08,37,30.195,0.77837,11,0,80,1,1.1695,0,-25.5045,44.5217,59744.5,1.05344,-0.0453082,0.14,3.1,2.0253900000000003e-06,24.8687,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,137859,12,111,-9.0,3,1.06224,0.0253,1.0612700000000002,0.0253,1.0612700000000002,0.02538,0,300,0.00807619,-9,-9,-9,-9,60491.4,9.045639999999999,7.081289999999999,4.472659999999999,60494.5,3.431,-0.8968799999999999,1.1936200000000001,0.11227000000000001,0.10357999999999999,24.5144,0.09983639999999999,2.8069599999999997e-06,2.58107e-07,0.014039099999999999,-7.170499999999999e-08,1.2764299999999999e-08,31,21.5171,0.8976,11,0,113,1,1.0612700000000002,0,-146.762,44.261,60486.4,0.65174,-0.042764300000000005,0.14,3.1,2.4274000000000003e-06,24.6721,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,64360,12,111,-9.0,3,0.8841200000000001,0.0336,0.8821899999999999,0.0336,0.8821899999999999,0.03365,0,300,0.00663395,-9,-9,-9,-9,60532.3,31.018,29.0571,20.8268,60531.1,0.479,1.0735,0.29335,-0.11738,0.0303995,24.0324,0.0322082,4.3756900000000005e-06,1.29804e-07,0.00113624,-1.4763e-08,2.74481e-10,59,74.0559,0.0895937,11,0,38,1,0.8821899999999999,0,165.851,43.7664,60531.1,1.20079,-0.0709262,0.14,3.1,4.453019999999999e-06,24.0134,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,133684,12,111,-9.0,3,0.89579,0.0493,0.8955200000000001,0.0493,0.8955200000000001,0.049339999999999995,0,300,0.00542372,-9,-9,-9,-9,59826.4,10.6243,8.203,7.56237,59831.4,0.785,-0.464963,0.47858,0.0491933,0.045046499999999996,24.9191,0.05873540000000001,1.93362e-06,1.04604e-07,0.00386485,-3.03939e-08,5.26963e-10,60,46.0781,0.90707,11,0,101,1,0.8955200000000001,0,-335.48699999999997,43.8046,59831.2,-0.901733,0.0806914,0.14,3.1,2.12623e-06,24.816,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,229294,12,111,-9.0,3,1.2016200000000001,0.0371,1.20005,0.0371,1.20005,0.03717,0,300,0.012535,-9,-9,-9,-9,59913.3,12.4132,11.3631,5.45219,59913.8,0.596,0.7805,0.42871000000000004,-0.11168199999999999,0.0506152,24.7002,0.0677615,2.3654300000000002e-06,1.47628e-07,0.00235275,-2.6423700000000003e-08,4.35673e-09,35,25.243,0.88776,11,0,123,1,1.20005,0,194.88099999999997,44.5917,59914.4,0.75854,-0.08349089999999999,0.14,3.1,2.03859e-06,24.8617,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,282530,12,111,-9.0,3,0.6755800000000001,0.0106,0.67585,0.0106,0.67585,0.01073,0,300,0.0200875,-9,-9,-9,-9,60197.1,30.1656,29.4745,18.4598,60201.6,0.303,-1.3533,0.20057,-0.063375,0.0328301,23.7347,0.028389599999999997,5.7561e-06,1.5050900000000001e-07,0.000125956,-1.13658e-08,-1.92238e-09,44,49.7214,0.256,11,0,50,1,0.67585,0,-277.01099999999997,43.0534,60201.7,-1.30995,-0.025823000000000002,0.14,3.1,5.461509999999999e-06,23.7917,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,159899,12,111,-9.0,3,0.82,0.0166,0.81682,0.0166,0.81682,0.0167,0,300,0.0104836,-9,-9,-9,-9,60125.4,15.6595,9.46386,7.695239999999999,60117.2,6.202,-0.0609764,0.91853,0.0841175,0.086673,24.3208,0.19667,3.3549199999999996e-06,6.07721e-07,-0.0294483,2.1370200000000002e-07,-3.1895599999999995e-08,28,23.6873,0.69793,11,0,114,1,0.81682,0,563.0169999999999,43.5619,60105.3,0.73327,-0.027977,0.14,3.1,4.4768900000000004e-06,24.0076,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,283018,12,111,-9.0,3,1.29102,0.091,1.2897399999999999,0.091,1.2897399999999999,0.09103,0,300,0.020178,-9,-9,-9,-9,60611.1,8.727210000000001,6.7191399999999994,4.03726,60602.2,2.04,1.09436,0.98598,-0.041425699999999996,0.066366,25.1258,0.1208,1.5984299999999998e-06,1.7784700000000002e-07,0.0014972,-8.09082e-08,7.64494e-09,32,42.8814,0.0947345,11,0,90,1,1.2897399999999999,0,-185.928,44.785,60603.8,0.7255,-0.0792997,0.14,3.1,1.67864e-06,25.0726,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,341083,12,111,-9.0,3,0.9419,0.0263,0.94205,0.0263,0.94205,0.026369999999999998,0,300,0.0110993,-9,-9,-9,-9,60197.1,20.7483,18.7321,15.0493,60199.3,0.442,-0.553355,0.28149,-0.053237599999999996,0.0335057,24.2546,0.041286300000000005,3.5658099999999997e-06,1.35594e-07,0.00039398199999999997,-1.83713e-08,1.1302100000000002e-09,44,45.7228,0.40044,11,0,65,1,0.94205,0,-478.397,43.9399,60199.4,-0.271897,-0.0701445,0.14,3.1,3.13184e-06,24.3955,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,326121,12,111,-9.0,3,0.8861899999999999,0.063,0.88666,0.063,0.88666,0.06302999999999999,0,300,0.0183372,-9,-9,-9,-9,60227.1,16.5102,11.1288,10.8051,60227.8,0.583,-2.3324,0.4062,-0.0223069,0.0376774,24.4145,0.040655500000000004,3.07754e-06,1.1523899999999999e-07,0.00235343,-1.7211799999999998e-08,7.22168e-10,28,32.373,0.2596,11,0,132,1,0.88666,0,-361.978,43.7771,60228.8,-1.12192,-0.00441019,0.14,3.1,2.7027299999999995e-06,24.5555,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
