VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,187396,12,111,-9.0,3,0.95824,0.0341,0.96049,0.0341,0.96049,0.03416,0,300,0.0152341,-9,-9,-9,-9,60019.1,18.2228,15.9638,13.7625,60010.3,0.508,-0.204731,0.29605,-0.0547874,0.0345086,24.1453,0.0450134,3.94348e-06,1.63492e-07,0.000901491,-2.5560000000000002e-08,1.35413e-09,36,43.4594,0.18347,11,0,12,1,0.96049,0,7.06825,43.9896,60010.0,0.0158084,-0.07437,0.14,3.1,3.1425e-06,24.3918,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,2818,12,111,-9.0,3,0.79681,0.0216,0.7945800000000001,0.0216,0.7945800000000001,0.02168,0,300,0.00715565,-9,-9,-9,-9,60668.1,32.8644,29.3609,15.426,60680.7,0.105,1.5596299999999998,0.60145,-0.0821412,0.035035199999999996,23.9355,0.0808215,4.7840499999999995e-06,3.5612099999999996e-07,0.0008226430000000001,-1.9566400000000002e-07,1.44265e-10,8,9.23283,0.32304,11,0,87,1,0.7945800000000001,0,454.254,43.4871,60682.3,0.98966,-0.0705591,0.14,3.1,5.598490000000001e-06,23.7648,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,161924,12,111,-9.0,3,0.75636,0.001,0.7584,0.001,0.7584,0.00202,0,300,0.015596299999999999,-9,-9,-9,-9,59594.3,17.6905,11.7035,10.6654,59598.1,0.703,-2.09865,0.56442,0.0404426,0.041974300000000006,24.0648,0.061751099999999996,4.2470499999999994e-06,2.4155e-07,0.00455788,-9.86877e-08,-2.2432600000000004e-09,36,28.5519,0.80696,11,0,43,1,0.7584,0,0.4439,43.3576,59596.9,-0.939226,0.0325382,0.14,3.1,3.6645999999999996e-06,24.2249,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,309815,12,111,-9.0,3,0.70199,0.0106,0.7013199999999999,0.0106,0.7013199999999999,0.010740000000000001,0,300,0.00862049,-9,-9,-9,-9,59854.2,26.1987,24.3319,18.0882,59851.7,0.293,-0.8822450000000001,0.23684000000000002,0.0470651,0.032847900000000006,24.0258,0.0306884,4.402419999999999e-06,1.2443500000000002e-07,0.00107652,-1.4818200000000002e-08,-1.86286e-09,60,58.265,0.53938,11,0,18,1,0.7013199999999999,0,-0.594121,43.1528,59851.7,-0.976874,0.00554504,0.14,3.1,4.75679e-06,23.9417,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,23801,12,111,-9.0,3,1.34122,0.0916,1.3411,0.0916,1.3411,0.09162999999999999,0,300,0.0228397,-9,-9,-9,-9,60609.1,5.21569,5.2054800000000006,3.37929,60613.2,2.799,-0.36742600000000003,1.4999200000000001,0.0655433,0.08895089999999999,25.3427,0.19854000000000002,1.3089400000000001e-06,2.3936e-07,-0.00673817,-1.74079e-07,1.56958e-08,20,16.109,0.7098399999999999,11,0,51,1,1.3411,0,-236.84900000000002,44.8888,60612.0,0.0833817,-0.00361361,0.14,3.1,1.1314700000000001e-06,25.5009,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,92888,12,111,-9.0,3,0.88,0.0209,0.8791700000000001,0.0209,0.8791700000000001,0.020980000000000002,0,300,0.0200875,-9,-9,-9,-9,59835.1,17.9312,13.4714,13.0471,59836.0,0.691,-0.806625,0.25645,-0.11116400000000001,0.0356436,24.2383,0.04181459999999999,3.61971e-06,1.39405e-07,0.0020078,-1.51603e-08,1.33229e-11,48,56.5135,0.18689,11,0,50,1,0.8791700000000001,0,29.1617,43.7559,59835.9,-0.45333999999999997,-0.08371619999999999,0.14,3.1,3.7676099999999996e-06,24.1948,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,155139,12,111,-9.0,3,0.5877899999999999,0.001,0.58491,0.001,0.58491,0.00188,0,300,0.0185202,-9,-9,-9,-9,59750.4,55.1466,47.7088,29.7566,59751.9,0.84,0.18545,0.32654,-0.00368292,0.029930099999999998,23.1129,0.027115300000000002,1.02053e-05,2.54868e-07,-0.000586155,7.2929200000000005e-09,-4.99712e-09,39,35.8252,0.61548,11,0,57,1,0.58491,0,656.909,42.6758,59750.8,0.62257,0.0164271,0.14,3.1,8.79332e-06,23.2746,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,199966,12,111,-9.0,3,0.63403,0.0144,0.63472,0.0144,0.63472,0.014490000000000001,0,300,0.0164778,-9,-9,-9,-9,60400.0,43.5269,33.6871,23.5307,60394.6,0.233,0.58845,0.20670999999999998,-0.0162401,0.030973900000000002,23.4302,0.0294709,7.619310000000001e-06,2.06817e-07,0.00012836,-2.0421200000000002e-08,-3.4504e-09,36,35.5612,0.4893,11,0,5,1,0.63472,0,362.379,42.8865,60394.6,0.75351,0.0259788,0.14,3.1,7.16745e-06,23.4966,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,294931,12,111,-9.0,3,0.95196,0.1998,0.9497700000000001,0.1998,0.9497700000000001,0.19981,0,300,0.018952,-9,-9,-9,-9,60165.3,6.4096400000000004,6.16591,3.48394,60161.9,4.263,0.85935,1.7351900000000002,0.15715,0.10482999999999999,25.3583,0.12428,1.2902899999999999e-06,1.4769e-07,0.017890599999999996,-5.07294e-08,5.25661e-11,38,30.8016,0.7900699999999999,11,0,21,1,0.9497700000000001,0,169.299,43.9644,60136.3,-0.37855,-0.108057,0.14,3.1,3.36541e-06,24.3174,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,56708,12,111,-9.0,3,1.29239,0.2369,1.29244,0.2369,1.29244,0.23690999999999998,0,300,0.00734744,-9,-9,-9,-9,60241.2,7.854489999999999,6.72893,3.42332,60245.4,1.482,1.45793,0.92289,0.0035888,0.07024630000000001,25.1101,0.15183,1.62172e-06,2.26784e-07,-0.00543378,-1.30323e-07,1.07324e-08,35,37.7966,0.34273000000000003,11,0,34,1,1.29244,0,-281.433,44.7894,60242.4,1.1585299999999998,-0.0237599,0.14,3.1,1.5086700000000003e-06,25.1885,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
