VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R
SN:,325267,12,111,-9.0,3,0.7185199999999999,0.1501,0.7163,0.1501,0.7163,0.15011,0,300,0.0112422,-9,-9,-9,-9,59800.2,28.1354,26.2776,19.66,59803.6,0.339,-0.996778,0.2015,-0.0457855,0.030020099999999997,23.7663,0.0262656,5.59101e-06,1.35255e-07,0.000208499,-8.45723e-09,-1.6055999999999997e-09,60,53.6945,0.7039,11,0,66,1,0.7163,0,285.032,43.2109,59804.1,-1.18594,-0.026753100000000002,0.14,3.1,4.81298e-06,23.929,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,319390,12,111,-9.0,3,0.90661,0.0652,0.90538,0.0652,0.90538,0.06523,0,300,0.00734744,-9,-9,-9,-9,59942.1,14.5859,11.3256,7.72094,59947.9,0.603,-1.7309599999999998,0.14490999999999998,0.0977912,0.047746,24.8593,0.0574293,2.04311e-06,1.08069e-07,0.00227291,7.1285900000000005e-09,2.16291e-09,20,12.1911,0.9093399999999999,11,0,34,1,0.90538,0,146.10299999999998,43.835,59951.7,0.5101,0.11934000000000002,0.14,3.1,2.22117e-06,24.7686,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,214248,12,111,-9.0,3,1.30962,0.1156,1.30798,0.1156,1.30798,0.11563,0,300,0.0110993,-9,-9,-9,-9,60606.1,6.9764,6.29195,3.92254,60612.6,1.593,-2.24284,1.0656299999999999,0.011648899999999998,0.0778804,25.2375,0.14575,1.44208e-06,1.93585e-07,0.00694594,-7.49678e-08,1.0765400000000001e-08,20,18.3695,0.56308,11,0,65,1,1.30798,0,-24.491,44.823,60616.1,1.03845,-0.0131679,0.14,3.1,1.39722e-06,25.2718,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,238641,12,111,-9.0,3,1.10837,0.0752,1.1055700000000002,0.0752,1.1055700000000002,0.07522999999999999,0,300,0.0187179,-9,-9,-9,-9,60535.3,8.45465,6.7385,3.5642400000000003,60528.7,6.291,0.9465899999999999,1.5686799999999999,-0.0565045,0.10025,24.9435,0.14251,1.89062e-06,2.48164e-07,0.00495673,4.9646800000000004e-08,2.59357e-09,32,20.0751,0.94994,11,0,124,1,1.1055700000000002,0,315.133,44.3727,60529.8,0.41631,-0.00130164,0.14,3.1,1.8873500000000002e-06,24.9454,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,6119,12,111,-9.0,3,0.39797,0.001,0.39654,0.001,0.39654,0.00172,0,300,0.010537600000000001,-9,-9,-9,-9,60574.2,121.06,81.8642,63.9153,60569.6,0.187,0.71851,0.09000019999999999,0.0831904,0.019268200000000003,22.3623,0.0223751,2.0373599999999998e-05,4.19863e-07,-9.52723e-05,-1.45351e-09,-6.5173400000000006e-09,56,49.0414,0.73342,11,0,11,1,0.39654,0,123.198,41.6645,60569.5,0.67243,0.0965007,0.14,3.1,1.7873699999999998e-05,22.5045,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,79123,12,111,-9.0,3,0.7459399999999999,0.001,0.74645,0.001,0.74645,0.00201,0,300,0.0135942,-9,-9,-9,-9,60241.1,22.4701,21.3788,10.5339,60246.1,0.733,-2.51815,0.11557,-0.03801330000000001,0.39673,24.2702,0.055033900000000004,3.5150199999999995e-06,1.7817e-07,-0.000109722,-1.8440599999999998e-10,2.6588599999999996e-10,44,42.719,0.52655,11,0,83,1,0.74645,0,-368.441,43.3172,60245.0,-2.63062,-0.0189017,0.14,3.1,3.54205e-06,24.2619,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,91285,12,111,-9.0,3,1.00884,0.2328,1.00672,0.2328,1.00672,0.23281,0,300,0.0202193,-9,-9,-9,-9,59842.3,23.1561,18.1216,5.21316,59846.5,0.552,-0.6302909999999999,0.27695,-0.0569225,0.057424199999999995,24.142,0.0455095,3.95566e-06,1.65805e-07,0.00130888,-1.9771000000000002e-08,3.0030100000000004e-09,47,55.3229,0.18935,11,0,47,1,1.00672,0,146.899,44.1205,59846.4,-0.161418,-0.108304,0.14,3.1,2.99953e-06,24.4424,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,52474,12,111,-9.0,3,1.1554,0.0529,1.1567,0.0529,1.1567,0.05294,0,300,0.0201718,-9,-9,-9,-9,60031.0,8.52369,7.549580000000001,3.40386,60034.5,1.361,0.27239,1.01251,-0.0933619,0.08518389999999999,25.2408,0.10853,1.43779e-06,1.43726e-07,0.025649099999999998,-4.84872e-08,6.9834e-09,20,20.2369,0.4432,11,0,60,1,1.1567,0,366.036,44.49,60034.0,0.6904600000000001,0.021096700000000003,0.14,3.1,1.64634e-06,25.0937,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,60227,12,111,-9.0,3,1.03709,0.2,1.03577,0.2,1.03577,0.20002,0,300,0.00885044,-9,-9,-9,-9,60227.1,12.6522,11.9352,4.07186,60228.2,1.028,0.6309899999999999,0.65387,0.0740843,0.06786039999999999,24.777,0.057332600000000004,2.2039500000000003e-06,1.1638e-07,0.011170600000000001,-3.0335e-08,2.9446899999999997e-09,20,20.2204,0.44422,11,0,36,1,1.03577,0,-41.1943,44.196,60228.1,0.5533600000000001,0.017119099999999998,0.14,3.1,2.1446599999999997e-06,24.8066,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,163071,12,111,-9.0,3,0.49073,1.1965,0.49186,1.1965,0.49186,1.19651,0,300,0.0203787,-9,-9,-9,-9,60549.1,48.9267,35.3307,14.9855,60554.3,0.191,1.08209,0.16343,0.0329664,0.0594514,22.6763,0.06677539999999998,1.52571e-05,9.38351e-07,0.000647751,-3.91088e-08,-5.32634e-08,41,41.6423,0.44268,11,0,75,1,0.49186,0,-535.9540000000001,42.2168,60554.5,0.8758299999999999,-0.054142499999999996,0.14,3.1,1.69613e-05,22.5614,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,155764,12,111,-9.0,3,1.16236,0.1834,1.16049,0.1834,1.16049,0.18341,0,300,0.00885576,-9,-9,-9,-9,60549.2,10.3456,9.357669999999999,4.51141,60561.7,0.687,0.23840999999999998,0.47534,-0.133188,0.0620755,24.7374,0.0865179,2.28572e-06,1.8214e-07,0.00304078,-3.99842e-08,6.71955e-09,44,45.4465,0.41158,11,0,118,1,1.16049,0,71.4326,44.502,60561.8,0.6143,-0.083238,0.14,3.1,2.17189e-06,24.7929,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,314193,12,111,-9.0,3,0.64404,0.2571,0.6421399999999999,0.2571,0.6421399999999999,0.2571,0,300,0.0210724,-9,-9,-9,-9,60508.3,29.5251,24.9632,16.3753,60516.4,0.37,0.29431,0.32711,-0.091034,0.0366711,23.4379,0.0453122,7.56552e-06,3.1574e-07,0.00338688,-7.631689999999999e-08,-6.05863e-09,40,41.0581,0.42396999999999996,11,0,93,1,0.6421399999999999,0,361.759,42.9207,60515.9,0.23704,-0.05266509999999999,0.14,3.1,8.13366e-06,23.3593,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,167755,12,111,-9.0,3,0.5359,0.0212,0.53866,0.0212,0.53866,0.02126,0,300,0.0313353,-9,-9,-9,-9,59618.2,49.105,33.5847,23.3322,59612.2,0.395,0.53073,0.28962,-0.00595207,0.0269385,23.1119,0.0339909,1.02151e-05,3.19802e-07,0.00211623,-5.8891300000000004e-08,-5.32539e-09,46,37.3167,0.8156100000000001,11,0,111,1,0.53866,0,-296.89799999999997,42.4518,59611.4,0.0419386,-0.022098,0.14,3.1,1.11951e-05,23.0124,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
