VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R
SN:,41511,12,111,-9.0,3,1.1232,0.1408,1.12381,0.1408,1.12381,0.14082,0,300,0.00655708,-9,-9,-9,-9,59857.2,11.6582,9.00561,4.93447,59866.4,0.868,-0.725816,0.51059,-0.120799,0.060967099999999996,25.0416,0.0675623,1.72734e-06,1.0748699999999999e-07,0.00756708,-1.52778e-08,3.5604200000000004e-09,56,51.0291,0.6630699999999999,11,0,56,1,1.12381,0,-423.72900000000004,44.4132,59866.7,-0.0696914,0.00100441,0.14,3.1,1.6966499999999999e-06,25.061,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,320708,12,111,-9.0,3,1.06582,0.0649,1.06223,0.0649,1.06223,0.06493,0,300,0.0182855,-9,-9,-9,-9,60652.2,7.25051,6.61412,4.8631400000000005,60656.2,3.6,-1.4495,1.86093,0.053712800000000005,0.14315,25.1204,0.14128,1.60636e-06,2.09031e-07,0.12861,9.29525e-08,1.89461e-08,8,8.43057,0.39258000000000004,11,0,120,1,1.06223,0,553.076,44.2661,60656.9,-2.11645,-0.0391156,0.14,3.1,1.67313e-06,25.0762,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,81086,12,111,-9.0,3,1.05134,0.2276,1.0503200000000001,0.2276,1.0503200000000001,0.22760999999999998,0,300,0.0135942,-9,-9,-9,-9,60605.2,14.3782,13.4679,4.92834,60601.9,0.751,0.49435,0.42751000000000006,-0.045831800000000006,0.05599590000000001,24.7346,0.0502336,2.29164e-06,1.06027e-07,0.00278577,-1.88994e-08,2.32833e-09,50,52.9368,0.36146999999999996,11,0,83,1,1.0503200000000001,0,51.7218,44.2332,60602.9,0.0419352,-0.014244999999999999,0.14,3.1,2.12204e-06,24.8181,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,6378,12,111,-9.0,3,0.58226,0.0209,0.58192,0.0209,0.58192,0.02096,0,300,0.0156118,-9,-9,-9,-9,60624.2,38.7708,25.1876,16.9943,60631.9,2.112,-0.36999,1.3733799999999998,0.03862619999999999,0.046400300000000005,23.3414,0.0536798,8.26837e-06,4.08795e-07,0.0348787,1.1291900000000001e-07,-2.3955900000000004e-09,8,2.62142,0.95583,11,0,85,1,0.58192,0,-112.885,42.6589,60632.1,-0.179284,0.0187235,0.14,3.1,8.00164e-06,23.3771,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,13677,12,111,-9.0,3,0.5108600000000001,0.3784,0.51062,0.3784,0.51062,0.3784,0,300,0.020132,-9,-9,-9,-9,59594.3,27.7676,25.9617,17.8593,59601.9,0.18,-0.8102699999999999,0.22946,0.0168162,0.026383799999999995,23.0761,0.0375869,1.05573e-05,3.6548e-07,0.00118433,-5.69159e-08,-5.56235e-09,46,33.9729,0.9053100000000001,11,0,126,1,0.51062,0,599.857,42.3163,59601.8,-0.79565,0.015276099999999999,0.14,3.1,1.02322e-05,23.1101,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,337254,12,111,-9.0,3,0.9289299999999999,0.0258,0.92743,0.0258,0.92743,0.025869999999999997,0,300,0.00715565,-9,-9,-9,-9,60654.1,15.6703,12.7387,11.5667,60646.1,0.465,-0.5246689999999999,0.32229,-0.0799188,0.0337099,24.6521,0.044724,2.4725599999999996e-06,1.01851e-07,0.00126793,-1.63418e-08,7.21701e-10,40,32.0459,0.8106399999999999,11,0,87,1,0.92743,0,219.801,43.8998,60645.8,-0.699874,-0.06031709999999999,0.14,3.1,2.99004e-06,24.4458,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,166026,12,111,-9.0,3,1.16916,0.0476,1.17268,0.0476,1.17268,0.04765,0,300,0.018938,-9,-9,-9,-9,60016.1,7.62953,5.98953,3.3326,60014.7,1.515,1.56366,0.94719,-0.109421,0.08827330000000001,25.2848,0.12445999999999999,1.38066e-06,1.58265e-07,0.0170704,-6.40862e-08,8.21715e-09,26,21.7711,0.70115,11,0,94,1,1.17268,0,-292.64799999999997,44.5246,60013.8,0.79027,-0.00207075,0.14,3.1,1.72574e-06,25.0426,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,257015,12,111,-9.0,3,0.72426,0.2159,0.72406,0.2159,0.72406,0.21591,0,300,0.00967268,-9,-9,-9,-9,59884.1,29.4526,20.7927,18.0314,59885.9,0.274,-1.29558,0.20761999999999997,0.0303683,0.0329905,24.1452,0.029190300000000002,3.9440199999999996e-06,1.06036e-07,0.000365692,-8.759969999999999e-09,-1.18905e-09,60,60.9354,0.44205,11,0,102,1,0.72406,0,-153.66299999999998,43.237,59885.8,-1.23656,0.0128612,0.14,3.1,4.16886e-06,24.085,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,280883,12,111,-9.0,3,0.84714,0.0423,0.8507299999999999,0.0423,0.8507299999999999,0.042339999999999996,0,300,0.0180075,-9,-9,-9,-9,60415.0,21.0898,15.5938,13.688,60414.3,0.46,-1.6201299999999998,0.40943,-0.10791300000000001,0.038505199999999996,24.2966,0.042517400000000004,3.43036e-06,1.34333e-07,0.00466822,-2.6078999999999998e-08,1.9803400000000002e-10,20,28.5134,0.0977922,11,0,55,1,0.8507299999999999,0,-433.473,43.6627,60414.1,-1.9897599999999998,-0.0860822,0.14,3.1,3.3902999999999995e-06,24.3094,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,162209,12,111,-9.0,3,1.3519299999999999,0.0377,1.3514,0.0377,1.3514,0.03777,0,300,0.0179976,-9,-9,-9,-9,60249.1,6.86883,5.66374,4.3635,60239.8,1.689,1.29673,1.00499,-0.07563330000000001,0.0676786,25.2362,0.16667,1.4438e-06,2.2164000000000002e-07,0.000708515,-1.0695299999999999e-07,1.08617e-08,20,17.2471,0.6368699999999999,11,0,40,1,1.3514,0,-145.85,44.9097,60240.1,1.13507,-0.05883240000000001,0.14,3.1,1.48813e-06,25.2034,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
